Tansometr 1,Tensometr 2,Tensometr 3
723,275,651
714,275,665
711,305,678
737,315,691
754,335,714
766,355,744
879,398,769
887,388,771
976,402,780
1030,434,792
1170,429,793
1045,413,802
1111,446,803
1174,457,829
1221,457,839
1228,492,848
1279,496,852
1215,480,872
1288,483,891
1356,472,904
1376,454,924
1480,475,964
1537,478,985
1479,467,1017
1587,489,1092
1583,542,1162
1637,545,1224
1607,512,1152
1638,533,1138
1511,498,1097
1493,518,1116
1412,483,1031
1493,504,1063
1454,498,1013
1638,553,1046
1945,619,1038
2434,727,1132
2357,701,1156
2724,775,1204
2429,689,1096
2710,665,1077
2371,613,991
2415,580,944
1940,533,913
2045,542,908
1807,509,874
1938,496,881
1750,514,841
1708,443,842
1626,463,812
1593,459,827
1597,446,821
1541,439,838
1369,425,844
1339,432,855
1326,412,840
1252,401,856
1321,406,848
1196,401,845
1284,461,798
1242,433,796
1328,426,758
1253,419,754
1271,403,721
1194,383,704
1136,356,683
997,330,672
830,318,677
750,293,679
761,294,679
728,287,678
752,298,691
714,307,689
738,321,693
757,317,721
825,335,732
833,349,759
887,379,776
910,383,780
947,375,782
1025,395,781
1057,386,786
991,370,793
1019,374,792
1050,391,802
1067,391,807
1163,375,821
1169,386,820
1179,384,828
1152,388,838
1195,373,839
1235,359,857
1220,342,857
1243,343,864
1223,325,880
1230,343,901
1221,328,912
1335,334,1020
1317,314,974
1264,338,1030
1147,302,969
1146,307,968
1031,272,879
1054,280,891
981,256,833
1013,262,855
985,240,807
1023,257,823
1056,251,796
1080,276,808
1089,290,792
1098,304,829
1102,288,795
1071,275,770
1068,261,731
1057,252,744
985,244,717
972,235,699
931,224,684
931,235,696
944,229,674
874,219,680
835,205,685
839,212,683
871,214,681
871,208,693
814,209,681
798,213,706
751,216,695
780,223,687
783,228,689
748,235,708
751,242,700
769,250,709
780,254,684
824,252,668
747,253,651
733,254,668
736,249,661
721,240,644
704,233,648
682,232,657
668,236,665
657,245,654
667,249,665
675,261,672
682,274,683
682,282,687
712,300,715
717,319,735
766,340,764
794,364,793
792,337,785
846,349,762
855,348,773
917,354,777
881,360,774
967,361,777
980,369,792
1032,380,792
1027,386,806
1086,390,809
1104,386,805
1087,360,809
1069,359,842
1123,339,842
1187,348,854
1207,327,866
1206,343,902
1190,331,910
1298,357,990
1273,327,962
1254,351,1003
1107,317,949
1091,332,941
1017,306,897
1011,316,901
969,282,843
963,290,861
975,266,827
1001,287,843
1046,288,809
1075,311,863
1083,320,858
1132,348,877
1130,331,850
1095,324,809
1081,302,790
1006,272,747
961,254,732
910,254,724
919,237,710
900,252,737
887,234,736
809,236,730
820,233,724
804,230,727
817,229,743
769,224,754
772,236,738
762,238,735
771,244,721
754,239,720
770,237,736
731,255,733
782,264,709
742,268,712
739,261,675
708,264,676
739,260,670
734,271,662
721,254,689
706,249,669
676,244,659
684,247,661
672,250,669
675,258,671
674,265,669
697,278,687
678,282,696
722,319,714
704,318,733
753,345,767
755,366,788
819,371,803
838,363,798
922,369,794
919,371,789
930,378,792
933,381,800
996,389,809
993,387,819
1081,391,834
1122,403,838
1113,404,830
1128,391,861
1142,377,865
1128,385,902
1194,361,880
1252,362,925
1257,344,916
1299,359,976
1319,332,1008
1427,350,1061
1277,349,1051
1241,342,1047
1155,312,983
1099,307,961
1045,279,901
1037,275,906
1028,262,849
1030,271,848
1058,244,809
1090,263,815
1128,277,798
1153,294,819
1166,304,834
1102,303,826
1101,286,776
1101,267,721
1060,255,712
991,240,694
954,231,685
920,226,675
931,222,679
928,228,682
872,222,692
827,219,681
846,217,677
814,224,693
827,217,685
785,212,685
788,217,694
773,229,682
790,217,698
744,224,678
738,236,685
710,247,663
720,247,667
733,240,635
714,241,637
739,247,631
700,242,628
722,236,626
707,235,627
709,235,630
678,231,639
680,243,634
661,240,640
700,262,657
675,262,661
705,287,671
690,280,678
708,305,702
719,307,720
788,340,753
799,342,760
872,347,746
874,340,744
965,347,757
921,350,769
982,357,748
973,352,771
1021,366,788
1051,374,806
1146,374,793
1130,381,813
1099,368,831
1092,362,843
1135,344,838
1152,339,850
1173,319,880
1270,332,905
1245,331,911
1249,323,953
1228,307,1020
1201,315,1000
1130,296,967
1073,293,946
1044,275,912
1011,259,864
975,248,833
959,238,826
978,232,807
974,233,777
1019,240,787
1079,252,777
1110,279,795
1129,294,805
1163,289,807
1106,285,767
1107,265,744
1090,239,721
1020,227,721
976,218,689
928,221,696
952,214,688
961,217,698
909,209,697
869,217,701
881,210,696
884,218,718
908,230,706
895,230,713
867,237,719
871,245,734
884,250,732
947,257,731
899,261,726
886,277,741
931,273,693
933,273,707
877,284,678
855,281,689
864,289,679
886,290,676
905,286,688
827,287,687
837,294,698
779,286,706
822,300,715
804,303,714
849,338,729
811,338,740
943,397,780
1020,411,796
1224,462,840
1258,503,881
1412,557,879
1403,524,867
1495,545,885
1464,484,883
1449,477,927
1543,479,922
1557,461,926
1674,416,969
1743,407,969
1761,382,961
1833,378,992
1779,361,1037
1824,354,1030
1870,342,1041
1823,341,1094
1813,363,1097
1891,378,1106
2036,380,1227
2122,387,1242
2195,387,1208
2190,394,1193
2168,389,1188
2243,395,1195
2444,404,1186
2463,415,1250
2742,445,1288
2832,453,1392
2992,510,1411
2915,575,1603
2858,684,1775
2952,723,1991
2959,803,2042
3265,825,2035
3278,961,1923
3334,941,1803
3041,1036,1748
3111,992,1684
2561,1110,1667
2568,963,1629
2367,940,1577
2383,865,1579
2249,830,1448
2269,851,1403
1796,683,1366
1901,707,1355
1620,652,1289
1702,663,1343
1488,568,1260
1595,604,1251
1411,553,1204
1416,532,1223
1331,527,1125
1312,496,1125
1282,479,966
1255,446,925
1129,406,848
1114,374,821
1009,335,780
954,327,758
852,293,735
774,277,727
752,268,714
739,261,693
710,250,712
695,246,698
715,257,701
690,262,698
708,271,711
708,273,717
741,290,739
770,301,770
794,313,794
856,309,785
893,307,773
944,306,774
936,315,784
911,336,776
963,338,789
1058,334,804
1071,336,799
1147,332,812
1175,366,827
1185,339,810
1172,338,823
1162,328,832
1172,331,849
1246,326,835
1324,323,879
1240,311,858
1272,333,905
1302,306,933
1403,326,1008
1272,301,954
1247,300,975
1103,268,912
1119,267,916
1040,240,836
1055,247,847
991,222,803
1031,242,817
1013,221,773
1063,250,807
1102,240,772
1121,271,796
1146,270,796
1147,269,832
1111,260,771
1098,251,754
1146,230,727
1112,221,725
1051,216,699
1038,219,696
1028,216,691
1006,225,691
964,220,698
907,227,702
935,213,704
895,224,725
888,225,724
863,237,753
845,238,742
851,237,747
866,239,741
854,248,753
884,240,738
863,260,745
884,258,703
877,257,711
844,260,682
847,262,669
837,263,668
823,275,659
782,261,655
739,258,656
710,261,653
738,249,658
727,245,675
721,261,667
734,270,680
721,285,698
727,299,710
722,319,727
763,329,764
834,355,790
831,360,798
903,370,786
930,364,793
1029,373,787
965,361,801
1033,369,779
1072,356,803
1106,379,803
1101,371,815
1227,384,822
1149,385,842
1163,348,838
1157,351,854
1187,344,859
1214,332,878
1297,320,867
1283,340,893
1221,328,905
1341,339,995
1358,321,987
1303,340,1012
1171,311,963
1144,306,963
1066,272,891
1082,282,927
1026,245,870
1017,267,884
1030,245,826
1040,268,848
1063,248,827
1111,275,845
1137,275,840
1184,298,893
1195,278,866
1142,274,797
1158,253,780
1137,248,763
1038,230,738
1042,231,731
987,231,721
1007,228,717
1045,222,710
981,222,730
905,219,724
943,219,733
913,223,740
895,227,749
870,218,756
853,224,763
866,230,756
870,232,760
897,242,756
879,244,758
899,261,758
935,251,722
939,255,714
939,252,687
879,251,673
882,253,680
852,252,660
824,237,663
760,234,664
736,239,654
715,245,654
728,247,663
704,261,664
736,270,670
715,275,691
707,295,701
714,305,717
803,323,754
810,329,782
891,357,786
902,353,786
1033,361,782
1024,356,780
1074,367,778
1040,369,788
1142,365,789
1114,388,799
1234,387,804
1194,404,841
1171,389,814
1134,392,826
1128,363,846
1092,376,856
1154,349,870
1209,366,895
1218,348,893
1277,364,928
1275,347,974
1388,363,1018
1279,358,976
1228,365,989
1122,333,932
1107,335,912
1026,303,877
1028,298,888
1000,273,834
1018,301,827
1093,294,809
1123,317,825
1169,321,820
1263,352,842
1309,352,866
1269,347,834
1207,322,788
1221,306,758
1163,291,741
1091,278,720
1059,276,715
996,282,709
1037,268,688
994,259,696
968,251,708
873,260,711
895,262,716
868,257,716
857,253,726
827,255,715
793,254,724
769,249,724
764,250,733
791,245,735
750,259,737
804,262,708
790,259,708
779,267,664
761,276,657
753,274,662
735,270,657
747,257,654
733,248,646
735,251,641
687,245,632
660,254,649
633,254,656
665,264,667
639,268,670
669,294,675
678,296,688
701,313,719
711,328,740
779,375,758
769,358,760
846,368,769
851,360,765
924,357,756
860,361,779
941,374,773
942,363,781
1039,363,788
1057,373,801
1082,384,799
1109,379,811
1152,353,813
1107,368,853
1114,357,855
1178,356,848
1222,337,864
1191,349,907
1229,351,910
1374,336,1019
1319,332,982
1278,344,999
1207,318,949
1156,308,927
1091,287,888
1046,282,853
1051,270,827
1019,261,826
1082,268,818
1124,276,787
1179,295,808
1204,320,800
1265,341,818
1257,327,810
1235,327,763
1217,321,730
1199,300,730
1116,287,702
1114,279,696
1023,291,678
1058,275,670
1043,266,670
1038,273,696
972,267,695
1011,281,725
1015,297,721
1028,288,749
1006,309,755
997,318,788
1011,334,772
1006,328,795
1064,340,749
1050,354,769
1103,387,723
1174,390,734
1199,415,719
1230,414,721
1266,413,701
1238,430,722
1258,375,697
1066,363,706
996,386,688
890,361,701
868,372,705
823,355,712
880,381,732
835,360,731
915,404,739
884,425,761
1136,469,785
1106,470,808
1272,551,843
1265,508,833
1415,529,823
1368,541,836
1487,572,849
1388,528,863
1534,589,873
1538,584,886
1608,592,908
1654,645,946
1691,622,915
1666,621,933
1665,545,976
1704,570,968
1678,593,979
1773,571,992
1761,577,1042
1777,622,1067
1792,598,1155
1807,598,1171
1732,657,1190
1698,606,1129
1630,590,1128
1523,534,1102
1467,540,1074
1415,513,1015
1454,510,1027
1438,453,981
1627,502,1001
1714,557,974
1911,645,1000
1784,553,978
1890,589,1022
1821,531,913
1783,529,861
1595,429,828
1550,399,807
1407,376,797
1364,361,779
1239,323,764
1263,307,763
1176,295,747
1188,298,749
1098,289,726
1093,288,760
1119,291,734
1031,283,738
969,297,745
937,300,738
951,294,719
917,288,734
918,284,717
909,292,724
865,278,709
905,288,714
893,278,674
889,274,654
799,277,649
790,268,648
805,251,633
751,245,634
728,246,630
713,235,623
724,238,624
691,242,625
699,247,641
700,258,637
726,275,644
709,282,663
735,304,678
733,303,694
778,323,721
797,337,761
817,357,763
850,348,755
897,352,754
915,342,756
899,352,758
933,359,746
961,359,748
1012,356,758
996,363,772
1077,375,764
1095,369,774
1075,355,788
1086,364,815
1114,352,819
1114,361,820
1197,334,818
1199,335,864
1196,350,882
1239,353,916
1264,317,979
1279,341,985
1192,314,944
1137,327,941
1045,286,879
1030,288,890
948,254,816
963,276,825
940,241,777
958,258,791
997,250,738
1041,272,758
1067,286,753
1123,305,780
1104,288,776
1122,289,740
1059,279,714
1064,257,702
975,242,690
934,250,698
888,238,674
882,234,694
863,234,676
836,233,681
806,222,693
808,232,698
796,230,691
812,232,706
772,233,701
737,230,717
741,233,711
730,239,707
770,235,694
734,248,704
720,256,692
729,258,696
737,267,664
730,259,648
709,257,646
725,261,659
722,252,641
710,250,642
692,242,642
676,239,638
659,244,643
639,245,646
643,258,649
661,252,659
654,277,673
660,284,675
682,295,709
726,324,722
715,328,748
750,351,783
763,336,777
824,358,758
828,344,760
877,345,759
856,365,763
967,364,758
989,353,765
1036,362,780
1020,362,791
1080,366,778
1091,371,802
1091,365,829
1068,364,856
1093,334,844
1167,344,875
1156,333,875
1196,355,916
1234,323,918
1266,328,1046
1224,316,1008
1200,328,1039
1083,293,943
1081,303,953
1007,272,879
1001,281,874
959,256,838
951,265,845
991,249,795
995,266,800
1040,269,780
1053,304,824
1098,312,819
1071,311,848
1105,280,786
1108,282,756
1122,249,738
1029,257,731
978,248,715
935,248,708
930,230,711
916,242,723
858,226,714
837,231,728
876,229,716
829,225,730
859,226,731
815,232,740
819,232,737
799,245,737
815,236,718
791,232,708
766,247,707
748,243,700
787,256,694
789,257,670
834,250,664
799,252,643
770,247,650
765,237,640
735,229,642
736,235,642
712,230,645
715,245,654
686,248,652
705,252,662
701,260,672
704,278,677
698,285,682
707,296,717
711,299,735
782,329,762
766,342,795
829,336,780
837,336,766
941,346,760
899,348,779
966,362,776
991,369,775
1072,361,780
1087,361,792
1161,370,803
1166,388,807
1143,370,823
1138,374,845
1192,356,842
1172,364,852
1195,350,860
1205,365,895
1197,349,885
1244,353,975
1216,326,973
1228,370,998
1122,323,964
1069,316,939
1009,294,888
972,284,870
932,261,821
943,261,822
969,247,780
973,265,785
1006,256,771
1033,291,780
1064,314,770
1078,304,802
1090,289,785
1050,308,733
1034,285,724
985,276,715
973,263,708
921,252,686
899,250,689
914,245,672
938,248,692
876,225,694
822,230,688
835,226,703
846,237,719
829,231,715
778,232,733
768,243,734
798,245,737
772,238,722
770,242,725
749,239,731
762,251,733
812,251,701
818,249,696
788,243,670
775,245,661
766,239,666
739,236,667
743,239,654
732,234,652
733,246,656
688,243,687
701,243,673
681,244,671
715,265,670
683,270,677
735,285,688
716,301,708
741,316,727
774,329,768
833,341,791
825,348,803
954,359,767
955,349,782
1010,352,781
987,357,791
1121,349,779
1070,364,806
1129,361,802
1148,377,815
1190,368,829
1124,365,840
1163,353,860
1154,361,880
1205,340,875
1310,347,897
1249,341,913
1283,355,967
1307,377,1020
1400,369,1090
1325,373,1066
1219,357,1058
1133,330,1001
1090,314,938
1060,307,908
1019,287,885
1031,284,862
1032,290,851
1092,281,846
1209,296,837
1307,318,876
1359,351,926
1367,377,928
1339,362,905
1324,349,875
1426,333,891
1521,324,901
1524,325,910
1586,329,918
1732,360,932
1758,367,955
1821,382,1039
1826,341,1046
1910,360,1062
1828,349,1051
1844,372,1080
1653,341,1097
1581,349,1181
1534,339,1140
1606,346,1145
1565,335,1134
1606,350,1142
1556,349,1133
1666,401,1150
1646,374,1136
1779,381,1155
1774,374,1082
1807,389,1079
1742,374,1021
1635,380,1003
1358,384,948
1235,380,936
1095,357,891
1081,354,918
1043,348,923
1066,374,910
1071,385,907
1099,436,936
1115,413,949
1136,426,1003
1137,433,1014
1189,417,1027
1199,420,1029
1281,429,1052
1276,448,1025
1332,469,1054
1478,495,1088
1543,513,1111
1590,528,1072
1751,548,1086
1687,528,1101
1796,517,1119
1981,518,1082
1847,488,1064
1856,496,1120
1796,476,1084
1640,486,1083
1699,461,1119
1662,428,1213
1659,439,1209
1562,429,1164
1538,427,1146
1375,390,1090
1362,382,1081
1339,365,1020
1308,345,1034
1259,323,1007
1357,337,1005
1338,334,940
1450,357,971
1445,365,918
1492,390,930
1398,324,912
1419,325,902
1233,295,830
1232,278,826
1260,259,785
1205,251,765
1138,233,746
1114,225,735
1091,221,721
1105,218,729
1048,205,714
999,206,727
953,204,708
955,212,713
940,210,716
920,216,724
878,211,726
888,220,725
894,212,716
889,221,744
881,212,713
874,213,741
884,221,712
922,225,691
870,222,663
912,220,655
808,228,647
798,225,647
796,227,637
775,219,642
735,222,630
703,213,630
722,223,626
681,224,635
699,236,646
707,233,643
715,249,650
714,259,666
706,267,678
743,270,699
772,289,719
796,297,747
853,309,757
888,307,744
915,311,748
977,319,758
994,321,764
1022,320,761
1048,323,766
1074,330,774
1099,331,788
1152,351,786
1105,361,804
1118,332,819
1131,337,824
1113,332,837
1169,328,865
1274,318,862
1226,336,884
1181,328,897
1264,351,983
1283,344,990
1259,371,1011
1159,331,967
1143,334,957
1054,299,872
1069,320,900
1031,275,852
1033,296,900
1010,267,841
1064,301,863
1076,287,832
1115,314,872
1183,318,866
1190,356,894
1141,305,862
1156,298,822
1155,292,808
1112,276,773
1021,261,751
1001,264,746
1002,249,711
1001,250,737
942,238,718
915,236,728
921,235,729
891,235,747
906,237,746
858,241,759
846,233,740
843,228,777
864,224,732
839,223,744
854,235,738
791,226,737
820,243,713
817,251,703
821,243,660
789,246,662
798,235,650
772,228,647
733,225,644
730,218,639
703,220,642
678,225,648
670,229,645
678,235,643
696,242,654
698,258,668
689,266,684
738,280,704
716,284,736
780,310,759
780,332,781
817,319,784
848,323,785
932,330,766
928,336,774
923,343,782
951,347,783
1064,339,785
1081,347,790
1097,339,807
1093,363,811
1130,339,808
1125,349,824
1089,340,834
1143,346,862
1203,328,846
1306,340,865
1209,333,897
1283,355,944
1350,336,978
1455,369,1016
1267,343,1017
1274,325,1025
1150,295,938
1165,312,928
1073,273,858
1095,291,882
1025,255,818
1053,288,830
1089,251,798
1165,296,814
1205,293,804
1268,325,832
1343,309,843
1345,302,813
1276,283,759
1263,282,750
1210,253,719
1191,245,712
1087,227,724
1063,219,852
1024,222,852
1037,214,739
1007,209,709
947,210,721
941,211,713
940,209,736
883,206,750
884,213,746
857,210,736
840,214,729
845,219,710
804,224,722
838,232,698
833,240,684
878,238,691
852,236,648
835,231,650
836,237,654
798,233,650
734,227,651
715,226,646
733,233,632
723,237,638
703,234,647
690,240,657
717,248,653
691,255,668
717,273,680
727,283,693
754,295,719
766,309,755
831,349,767
832,336,768
912,330,766
935,339,774
1000,350,773
963,352,760
986,358,777
976,360,789
1041,359,788
1063,359,802
1162,365,824
1119,378,827
1138,368,826
1187,374,841
1166,358,849
1213,374,872
1314,354,867
1247,382,905
1229,372,921
1325,381,1007
1277,363,995
1229,415,1050
1142,344,981
1097,345,969
1009,306,890
988,303,887
961,278,841
940,289,842
965,268,805
964,283,811
1001,284,792
1011,314,805
1036,322,791
1023,341,812
1047,314,763
1021,303,743
1025,278,736
976,275,718
930,265,737
869,270,911
900,255,902
892,263,922
875,246,717
788,233,700
791,235,854
781,237,696
809,230,716
790,231,714
771,229,708
765,241,864
763,241,721
760,230,691
773,235,714
771,239,690
784,256,673
812,254,665
834,256,698
777,252,776
793,248,759
737,254,630
738,245,630
730,250,633
674,247,626
696,246,625
668,239,645
685,255,646
683,258,651
725,279,678
695,280,675
704,300,697
712,302,713
781,339,748
776,345,768
852,352,771
864,340,774
974,358,773
964,352,765
962,353,773
975,354,776
1042,376,770
1079,373,779
1153,368,795
1137,389,813
1183,383,804
1185,390,815
1167,384,841
1201,398,863
1304,387,856
1404,403,920
1346,410,933
1402,435,969
1442,406,1081
1526,457,1088
1417,433,1081
1408,424,1047
1314,381,988
1252,370,972
1203,352,913
1222,349,926
1217,346,896
1257,373,882
1520,424,901
1755,473,904
2016,548,975
2060,558,1011
2128,576,962
2040,547,899
2006,515,897
1839,519,836
1837,515,841
1820,513,815
1907,508,848
1899,514,837
1906,489,875
1911,503,847
1946,514,846
1983,533,846
1994,567,875
2000,546,871
1876,536,894
1962,504,872
1857,499,886
1974,516,877
1899,484,922
1957,545,839
1745,505,828
1721,553,777
1734,512,769
1619,532,731
1534,513,733
1483,486,716
1385,456,710
1214,437,702
1028,384,698
950,372,687
869,341,689
867,344,700
853,338,704
848,351,701
821,341,709
862,384,737
858,343,754
980,392,775
917,395,800
964,391,799
962,393,790
1097,396,777
1022,400,791
1001,386,790
1013,413,796
1081,416,795
1111,407,815
1198,409,822
1229,425,835
1236,442,836
1204,417,851
1264,415,870
1215,424,883
1333,420,896
1471,412,918
1360,404,935
1338,411,1000
1396,425,1043
1441,429,1087
1341,437,1062
1253,415,1048
1182,391,1000
1158,359,933
1136,355,912
1077,311,881
1071,312,884
1114,293,832
1149,297,836
1159,318,809
1329,352,849
1267,368,837
1275,372,867
1205,351,849
1182,336,816
1233,299,762
1211,286,752
1063,275,744
1071,270,729
985,261,710
1029,253,716
993,243,698
942,240,716
892,233,703
919,227,708
871,240,715
858,237,714
835,232,712
791,232,721
789,237,699
790,231,695
755,235,696
733,238,691
709,236,677
747,247,686
746,242,645
764,246,645
740,240,634
718,234,645
773,227,634
737,221,641
729,231,627
673,231,629
674,233,633
640,231,630
650,245,637
623,251,647
663,268,668
649,270,675
674,291,692
721,301,711
728,324,749
746,348,767
778,341,778
810,338,761
849,341,775
900,341,768
888,353,772
924,350,765
972,351,782
979,363,774
1027,367,798
1075,377,810
1071,380,811
1076,365,814
1098,360,827
1072,349,850
1130,347,866
1211,333,865
1181,348,887
1149,341,920
1227,363,996
1185,337,971
1172,359,1010
1082,322,956
1048,322,934
961,288,869
967,280,867
939,256,821
927,271,840
943,268,801
955,289,831
973,292,793
1015,331,842
1044,350,839
1050,352,867
1020,318,807
1025,317,787
1034,287,757
972,290,761
951,270,726
925,271,728
902,267,701
891,265,716
856,254,723
813,248,717
834,245,716
808,246,730
820,255,708
791,258,718
775,251,711
794,263,720
781,253,718
753,255,710
724,257,703
738,257,725
775,266,683
769,257,683
784,254,655
751,253,649
741,253,650
727,248,649
739,248,636
723,243,638
697,241,643
679,242,642
667,255,647
665,256,658
667,265,660
665,278,668
655,293,676
682,302,691
732,300,713
726,323,750
744,339,766
795,344,770
838,347,767
890,349,772
929,345,768
952,353,762
903,356,776
981,359,779
971,367,798
1053,365,800
1085,383,812
1086,380,813
1104,375,833
1150,375,831
1131,378,850
1200,367,858
1236,391,924
1186,357,907
1267,381,948
1241,357,1000
1285,375,1080
1210,359,1032
1186,349,1034
1070,317,974
1070,330,1003
1002,303,927
1013,298,937
991,265,877
981,300,898
1011,260,844
1078,302,908
1113,316,869
1159,346,912
1208,355,898
1149,347,884
1116,328,817
1120,327,801
1118,292,769
1054,288,761
978,269,739
978,268,729
968,261,710
961,257,742
894,248,714
858,238,719
881,235,706
858,232,712
808,237,722
804,237,714
791,234,712
797,229,700
802,227,696
777,233,709
759,250,688
773,255,670
789,248,667
809,247,645
802,256,629
751,254,637
749,256,629
754,249,621
721,241,619
719,239,622
693,240,618
700,245,614
674,243,640
680,256,643
674,260,651
678,268,659
687,283,673
713,296,692
732,301,711
777,322,739
775,327,766
832,335,769
849,336,747
926,332,749
894,341,759
910,353,763
906,359,771
975,356,770
982,362,806
1070,380,802
1088,390,819
1081,376,829
1070,366,855
1107,351,855
1128,357,872
1184,338,895
1184,361,933
1205,349,931
1293,360,1000
1239,340,1042
1255,368,1052
1150,328,1016
1132,335,1011
1069,294,928
1057,308,933
987,265,886
993,276,895
970,262,836
1036,283,855
1091,266,828
1132,289,853
1230,303,866
1239,330,909
1219,316,879
1169,308,813
1173,299,800
1105,273,773
1058,267,766
987,254,744
1031,240,727
986,240,730
924,238,717
898,228,734
888,233,720
861,228,722
897,234,720
862,231,717
861,224,723
850,235,702
846,231,703
835,221,700
845,227,693
834,233,681
878,241,669
919,245,679
917,236,661
841,242,646
855,242,658
834,244,653
804,245,650
742,247,648
702,245,658
739,252,662
694,242,660
726,252,677
708,258,675
733,282,675
700,286,691
722,313,727
741,320,744
871,361,770
848,368,790
952,385,811
997,379,813
1164,391,830
1103,384,836
1149,406,825
1127,392,852
1238,407,898
1262,414,925
1503,431,930
1564,423,971
1739,413,986
1718,427,1074
1819,395,1086
1753,376,1079
1865,382,1067
1750,392,1089
1628,359,1100
1613,325,1203
1546,294,1131
1466,285,1149
1411,272,1128
1342,263,1107
1341,248,1076
1373,244,1079
1430,249,1051
1582,267,1123
1774,290,1197
1983,337,1284
2093,374,1473
2087,421,1550
2124,413,1556
2046,475,1551
2035,452,1519
2053,460,1539
2063,486,1553
2100,500,1585
2108,484,1633
2262,539,1647
2284,531,1685
2423,549,1687
2381,528,1615
2506,560,1656
2231,567,1704
2229,630,1816
2196,640,1769
2401,766,1850
2581,707,1767
2602,884,1736
2743,874,1761
2703,1042,1637
2701,978,1543
2837,1172,1412
2935,1042,1334
2993,1016,1215
2604,936,1106
2256,852,1052
2167,751,983
1743,727,926
1523,641,894
1360,595,853
1236,573,844
1190,524,841
1086,460,837
1093,477,839
1008,456,830
1071,466,832
1051,461,837
1089,504,833
1085,491,840
1102,476,866
1041,441,843
1096,432,830
1074,403,810
1107,400,798
1064,381,787
1104,370,783
1119,387,796
1118,379,775
1056,373,776
1074,360,779
1057,353,820
1081,338,824
1070,347,826
1088,346,826
1128,326,847
1172,319,857
1257,322,882
1247,305,902
1369,326,921
1384,298,999
1403,312,1011
1280,309,1028
1216,289,1009
1162,268,951
1090,257,908
1083,250,887
1055,240,848
1052,236,855
1021,239,815
1073,242,830
1159,242,813
