Tansometr 1,Tensometr 2,Tensometr 3
1022,214,674
969,202,674
934,198,671
932,200,665
884,196,685
886,198,669
902,200,677
913,194,670
898,188,670
882,186,675
896,191,673
880,185,672
877,184,673
854,183,671
836,185,673
828,183,677
818,186,688
786,185,671
777,192,688
800,191,662
803,189,674
803,194,672
791,186,677
790,193,672
782,191,689
791,194,690
775,193,691
758,187,678
751,196,684
760,196,668
783,201,685
783,204,662
764,203,670
748,202,659
754,200,641
735,198,642
726,197,631
710,195,633
703,193,626
698,187,633
701,195,633
708,194,632
717,201,626
711,194,629
711,197,620
687,189,626
675,191,626
656,190,624
647,194,635
627,188,630
623,196,636
618,186,627
609,190,634
605,191,630
606,197,642
591,195,639
598,195,652
600,202,648
601,202,645
599,208,657
597,218,656
602,223,665
635,232,667
632,231,678
652,238,686
657,245,692
670,246,710
687,250,720
729,258,734
735,265,754
770,278,775
770,283,779
796,282,778
799,281,788
854,293,765
834,284,770
880,290,779
875,293,758
914,285,770
887,297,771
909,297,756
877,293,769
927,301,783
927,301,772
962,291,777
983,300,785
1008,302,774
1012,286,791
1034,295,802
1053,297,805
1065,295,805
1092,300,800
1125,293,800
1070,285,817
1113,286,818
1138,296,814
1119,282,820
1092,273,832
1122,272,826
1201,285,823
1247,284,832
1238,276,859
1221,286,852
1261,288,870
1238,291,883
1282,291,935
1258,283,974
1324,282,950
1271,274,955
1236,287,959
1172,280,924
1184,272,919
1131,258,891
1114,255,868
1090,244,846
1072,236,844
1058,231,826
1030,231,815
1018,227,805
993,223,803
1014,224,791
1056,223,776
1071,227,782
1088,218,760
1183,228,773
1204,229,761
1314,246,774
1356,249,781
1455,255,798
1415,262,801
1515,284,806
1436,282,818
1504,286,813
1358,267,763
1381,266,746
1288,261,728
1321,249,727
1241,236,696
1228,242,711
1239,222,705
1231,224,696
1150,218,686
1096,218,685
1114,213,668
1090,215,677
1070,213,665
1069,215,674
1055,210,674
1050,219,667
1034,202,665
986,207,668
981,203,662
945,200,677
941,203,665
931,199,674
948,197,663
933,188,668
934,195,669
936,200,668
941,198,668
934,204,678
893,199,675
861,209,690
869,213,678
851,206,685
872,216,694
865,215,677
877,210,683
888,213,681
859,219,677
873,215,672
842,214,673
813,209,672
820,212,686
813,213,682
820,220,690
817,225,670
808,219,666
795,227,658
794,222,656
786,225,649
780,224,633
769,218,632
748,222,617
735,222,622
727,222,626
709,221,627
708,222,631
705,222,621
688,219,629
705,221,621
692,211,621
688,215,617
661,213,620
648,215,623
633,222,620
627,222,624
627,224,618
629,230,624
616,221,635
615,230,634
602,228,643
623,234,647
622,235,640
631,240,646
626,247,654
637,260,654
641,252,661
669,266,671
664,273,681
679,282,691
700,288,711
731,302,728
740,310,741
786,320,756
784,311,765
823,320,750
817,305,752
862,321,744
861,323,745
892,311,744
908,311,752
902,319,742
886,304,735
902,310,750
913,322,739
933,313,742
954,303,755
983,309,744
970,309,741
1004,297,760
1044,306,762
1066,315,746
1026,312,750
1028,304,770
997,303,776
1031,294,762
1053,292,781
1040,280,781
1044,271,776
1038,280,762
1078,275,776
1104,267,804
1099,268,817
1097,270,813
1103,270,815
1078,276,839
1117,275,879
1122,271,898
1150,270,886
1108,262,868
1056,267,877
1040,267,860
1020,254,840
991,249,833
952,241,802
950,240,789
910,226,785
919,226,777
881,218,748
905,218,751
898,211,738
904,220,743
921,212,714
939,222,735
957,215,715
980,224,725
1051,229,714
1050,238,732
1044,232,737
1072,248,751
1146,257,743
1153,267,765
1167,265,752
1176,269,748
1200,261,727
1223,263,703
1142,247,696
1080,242,701
1083,228,672
1082,227,671
1068,214,669
1073,220,659
1040,220,651
1015,218,658
992,217,648
991,213,655
1007,211,655
1006,212,652
1032,210,667
978,211,649
977,203,649
940,202,658
932,207,656
873,200,662
880,203,654
898,201,653
914,200,660
895,204,653
906,208,667
895,203,667
889,212,659
867,205,660
873,210,663
869,217,666
865,220,671
896,220,676
876,224,665
899,215,666
875,222,664
876,224,673
892,220,666
871,217,660
863,211,694
830,217,666
817,214,682
782,223,664
783,226,671
829,230,649
805,220,655
815,229,644
790,222,662
790,225,644
773,222,626
748,217,614
747,220,620
729,220,610
714,211,612
716,205,615
707,213,611
717,216,609
723,214,609
732,208,620
722,213,615
733,211,617
706,205,615
705,209,619
688,211,622
661,215,620
649,214,628
656,220,620
634,216,625
644,217,627
619,221,625
625,227,641
624,232,644
633,245,646
634,241,653
650,251,655
644,257,660
672,260,674
683,265,665
685,276,678
699,278,698
726,290,700
749,296,714
777,305,735
816,319,749
819,329,761
821,331,786
824,336,767
837,335,755
864,327,766
920,339,744
928,339,762
963,343,760
956,338,752
987,353,757
942,342,771
1015,352,758
1030,362,773
1059,354,779
1120,349,795
1156,346,785
1156,368,812
1204,358,802
1243,379,812
1279,398,822
1331,416,839
1328,380,838
1415,395,846
1435,379,846
1440,395,881
1438,371,874
1486,385,918
1475,378,885
1655,407,935
1536,392,922
1562,406,976
1473,391,956
1638,419,995
1552,418,1038
1629,446,1147
1575,417,1088
1627,470,1136
1515,444,1098
1579,461,1093
1462,423,1046
1582,465,1065
1485,427,1019
1576,437,1030
1462,401,993
1520,435,998
1433,390,956
1623,404,981
1553,382,953
1628,411,974
1637,387,950
2075,447,985
2168,471,962
2431,516,991
2517,603,990
2709,725,1028
2827,711,1041
2856,665,1092
2903,697,1082
2815,630,1086
2787,610,1044
2803,602,1008
2810,576,910
2751,574,877
2756,560,859
2715,573,856
2432,557,825
2380,555,804
2234,535,812
2108,496,794
2190,495,794
1964,494,788
1978,483,804
1878,456,776
1936,449,776
1836,424,765
1781,433,786
1749,406,759
1784,412,773
1697,404,760
1697,403,775
1684,419,759
1741,395,768
1726,402,747
1766,400,764
1643,372,745
1672,392,757
1604,385,752
1637,398,752
1505,373,750
1520,370,750
1439,398,748
1428,369,761
1439,378,739
1389,381,768
1405,376,738
1362,387,754
1304,378,736
1289,369,747
1268,360,721
1196,368,739
1203,347,721
1185,351,726
1222,344,723
1146,345,729
1095,335,717
1081,342,715
1073,322,696
1074,321,695
1051,311,686
1008,317,682
1036,298,672
999,299,652
970,301,647
956,305,657
913,295,650
911,299,643
888,279,648
834,285,637
831,266,639
804,266,632
788,257,631
792,258,625
789,249,626
781,247,626
745,253,622
723,252,630
690,250,624
680,256,632
667,250,628
658,258,627
640,255,638
641,252,630
629,252,639
645,255,638
621,253,643
639,258,652
632,269,656
645,270,660
658,275,661
669,287,668
672,276,671
677,285,683
680,281,697
707,302,697
715,300,712
766,315,726
746,322,738
807,335,756
786,347,759
824,340,754
828,333,763
895,343,745
870,339,766
924,335,742
915,338,748
960,335,759
928,336,755
944,333,766
910,335,769
971,345,759
978,342,774
995,342,773
1001,340,754
1022,342,768
1021,336,784
1097,331,793
1057,332,790
1116,332,797
1105,333,792
1145,326,774
1136,322,800
1166,302,809
1170,309,802
1159,307,814
1147,305,828
1155,301,806
1159,304,821
1175,292,838
1211,297,841
1180,295,844
1178,293,875
1209,290,859
1178,288,882
1180,292,934
1218,290,932
1240,295,946
1194,294,948
1150,295,944
1127,278,939
1080,277,929
1066,268,900
1048,255,886
1002,247,878
993,244,852
975,236,833
989,237,840
945,231,810
957,230,801
953,220,783
968,230,798
957,225,773
982,231,795
991,231,770
1005,243,783
1083,241,766
1108,251,777
1114,253,769
1108,260,772
1151,264,763
1151,278,774
1193,274,764
1186,284,770
1165,268,755
1148,269,727
1118,252,711
1116,256,719
1072,246,696
1034,232,694
1044,232,670
1012,227,669
999,220,663
1038,210,661
982,217,655
953,215,661
914,211,645
906,207,656
944,204,647
941,205,655
907,202,652
895,205,654
912,202,658
881,201,662
876,202,654
846,199,673
836,197,656
855,198,659
857,198,664
863,195,661
851,195,675
851,189,662
831,189,667
829,190,667
779,186,665
746,189,670
736,193,661
735,194,667
730,190,666
709,190,670
698,191,647
709,190,653
725,191,653
723,192,660
725,191,647
727,186,649
711,195,644
705,189,646
671,192,648
673,187,652
673,193,651
683,192,655
690,194,639
699,192,635
688,192,631
693,195,636
696,195,629
682,194,605
667,196,609
654,202,602
654,196,611
649,197,603
643,194,606
675,202,604
672,200,593
683,201,601
662,199,600
655,205,603
628,197,617
617,203,605
601,205,609
606,205,608
587,207,602
590,205,610
587,204,609
577,209,617
579,204,627
591,211,622
577,216,627
604,217,629
606,225,632
629,228,643
633,235,643
650,238,654
650,245,660
653,256,667
662,255,683
675,261,684
690,265,702
710,279,717
730,288,723
745,298,742
758,297,756
778,307,744
785,305,741
818,300,746
843,308,729
857,306,728
887,298,739
877,311,735
902,310,730
893,320,742
914,307,742
952,312,737
949,315,728
955,319,746
1000,317,752
1025,312,754
1033,316,733
1018,333,751
1030,317,761
1036,331,774
1041,315,757
999,325,784
1007,302,780
1020,306,778
1046,295,789
1071,291,803
1107,291,794
1193,294,809
1118,293,811
1118,295,842
1126,291,829
1130,300,858
1168,285,891
1185,314,941
1218,308,895
1189,306,949
1132,304,917
1146,309,901
1074,287,872
1060,288,875
1015,272,840
1008,272,837
987,255,804
1000,263,842
956,244,805
982,264,807
952,243,788
963,258,792
961,249,763
984,257,772
990,249,755
1024,265,780
1065,262,762
1092,274,780
1120,276,769
1118,290,783
1196,296,771
1210,289,768
1218,285,773
1234,287,770
1215,272,745
1185,275,728
1127,266,710
1137,248,699
1064,239,712
1058,240,697
1025,236,695
1006,231,693
1040,224,677
974,227,683
966,221,676
927,225,673
952,219,675
940,227,677
955,229,677
919,224,686
926,218,679
877,215,673
892,214,687
894,211,685
846,213,696
863,202,691
875,209,685
855,200,684
832,207,695
856,204,688
844,199,695
817,207,677
796,201,697
770,202,683
745,200,697
727,204,680
713,203,690
707,209,678
713,199,698
721,209,673
706,201,682
701,204,669
697,204,680
698,200,660
677,194,660
693,204,664
676,196,675
665,202,668
662,198,676
663,202,666
655,205,667
689,204,648
663,201,651
666,201,640
642,200,648
638,195,636
631,197,616
638,199,620
628,201,605
633,199,608
631,193,615
635,200,612
632,193,615
646,194,605
642,194,609
645,196,617
629,196,608
623,197,618
594,199,612
583,202,619
578,199,619
568,205,619
568,204,626
566,207,619
560,208,627
556,213,637
562,207,638
564,210,648
565,214,637
572,217,650
582,229,651
590,225,654
619,240,657
612,236,664
633,248,675
625,257,681
644,258,700
651,265,706
686,270,718
689,279,730
725,294,747
723,293,765
739,293,791
753,309,770
798,299,766
797,304,780
858,317,776
861,305,766
904,302,766
882,314,780
865,319,779
872,311,785
906,307,788
913,319,794
949,303,776
904,304,794
954,297,799
1004,314,805
1031,313,789
1020,317,852
1019,311,809
1065,318,805
1038,306,818
1035,312,837
1090,304,843
1083,307,846
1063,291,855
1121,301,867
1187,297,852
1179,297,887
1179,282,891
1203,300,908
1238,286,903
1206,288,948
1254,297,981
1305,302,1052
1310,304,989
1253,296,1024
1224,312,1014
1189,310,1005
1161,295,961
1129,286,949
1086,271,932
1082,274,915
1060,257,880
1059,252,868
1027,236,867
1014,244,851
1011,234,833
1043,238,822
1040,231,814
1065,234,803
1077,233,787
1146,229,796
1166,240,786
1165,249,779
1153,250,772
1191,251,792
1217,265,783
1260,263,791
1258,280,801
1250,261,769
1211,259,751
1215,247,731
1223,242,719
1130,237,716
1140,232,701
1143,225,683
1146,222,696
1122,219,677
1104,224,681
1028,209,675
1028,218,673
1006,211,660
989,208,666
958,211,678
1008,219,669
943,211,664
914,210,664
916,207,661
871,201,666
868,199,664
882,199,660
882,191,662
842,195,665
854,188,665
834,189,664
819,183,665
784,180,677
757,175,662
724,177,678
724,181,660
707,176,661
717,181,661
694,181,653
688,186,659
678,186,652
674,184,657
668,183,643
678,179,641
672,180,648
659,176,644
643,176,655
652,179,653
651,184,655
691,190,642
683,185,634
675,193,637
653,191,629
661,194,629
656,192,610
655,194,612
632,198,611
630,193,605
622,190,611
631,193,615
632,195,604
635,189,615
646,191,608
628,186,617
607,189,624
597,190,620
582,190,623
580,193,618
577,194,625
570,195,626
563,197,631
565,192,637
562,196,626
563,195,637
566,201,635
554,201,634
572,209,640
568,211,639
603,218,649
613,220,654
626,232,655
623,233,664
647,243,674
643,241,690
673,254,699
683,260,712
706,279,726
718,279,745
738,278,771
753,282,742
777,276,740
799,280,752
836,284,746
840,283,732
868,282,739
856,289,744
841,304,734
841,305,733
871,296,751
901,299,756
922,299,747
918,292,754
946,289,765
937,295,776
962,304,755
1006,299,772
1020,305,766
1053,312,766
1024,296,781
1032,295,791
1054,298,798
1105,295,789
1066,280,820
1110,286,822
1153,283,805
1175,280,823
1162,274,847
1145,284,872
1191,282,862
1175,278,877
1188,272,926
1183,268,961
1245,281,933
1186,274,931
1144,286,953
1092,274,928
1066,268,904
1054,255,881
1035,261,880
999,245,847
1009,243,835
970,232,805
969,239,815
943,230,794
958,237,803
971,223,778
983,235,778
983,221,744
1001,219,759
1020,217,745
1065,227,751
1106,225,741
1111,228,749
1162,226,753
1194,239,754
1188,241,763
1175,244,761
1170,237,750
1173,235,722
1153,232,704
1144,224,712
1115,221,703
1112,216,695
1080,214,689
1101,209,697
1086,202,684
1056,204,696
1007,201,681
991,200,680
985,198,689
977,200,694
996,198,677
975,201,688
997,197,680
947,194,685
917,192,688
926,194,676
883,196,691
887,193,683
926,193,692
928,188,688
930,186,700
939,190,695
924,189,693
903,190,689
894,192,682
851,197,695
865,193,679
821,199,697
814,207,688
799,200,693
801,206,684
790,198,694
816,207,677
806,201,687
788,204,689
778,206,689
800,208,677
774,210,670
780,210,696
799,215,688
786,210,701
771,217,693
783,228,686
810,221,691
829,225,688
800,227,686
793,231,691
787,239,678
802,236,677
801,242,676
776,243,678
831,239,666
838,244,687
863,250,683
871,241,696
905,259,693
909,253,707
926,258,712
865,253,710
894,253,707
860,256,705
829,261,712
811,266,719
836,286,723
831,276,738
848,281,739
824,271,751
826,291,767
829,295,768
836,308,779
854,311,783
885,322,798
873,329,812
903,350,824
927,358,851
1010,391,865
1029,400,893
1123,431,933
1234,440,952
1280,455,975
1263,430,1007
1236,413,979
1411,404,989
1426,388,991
1507,406,986
1543,397,1006
1450,401,1014
1434,396,998
1488,407,1014
1472,373,1040
1491,373,1059
1549,373,1042
1698,368,1060
1656,358,1084
1787,355,1103
1949,365,1071
1967,387,1086
2036,379,1099
2142,397,1108
2162,414,1091
2236,424,1142
2171,407,1189
2307,406,1209
2333,414,1188
2369,435,1184
2382,441,1213
2346,436,1251
2341,457,1268
2347,469,1281
2463,508,1334
2520,495,1443
2627,530,1472
2653,524,1400
2674,611,1431
2663,614,1417
2693,619,1414
2727,621,1417
2691,611,1404
2709,620,1351
2733,613,1381
2574,586,1335
2686,572,1352
2581,568,1301
2463,578,1280
2593,597,1244
2569,602,1281
2774,601,1298
2918,646,1339
2774,704,1373
2756,725,1426
2930,809,1422
3183,899,1489
3384,1016,1531
3442,998,1556
3443,1088,1545
3442,1053,1650
3338,1085,1661
3438,1094,1617
3442,1016,1574
3290,1072,1569
3032,1012,1512
3176,1033,1551
2913,916,1504
2869,954,1466
2631,873,1446
2532,880,1405
2597,773,1375
2514,720,1327
2550,677,1313
2384,652,1268
2317,628,1285
2104,641,1190
2135,601,1148
1997,611,1109
2004,579,1108
1856,627,1091
1884,605,1077
1792,557,1076
1825,544,1043
1740,490,1019
1740,501,1002
1576,461,998
1585,458,971
1524,418,942
1504,404,927
1469,380,928
1481,376,905
1376,372,919
1372,361,913
1317,369,898
1318,361,898
1266,357,887
1237,361,883
1172,340,874
1175,332,878
1137,328,855
1160,328,862
1122,307,857
1128,319,851
1123,299,852
1130,294,832
1092,291,820
1088,289,814
1050,270,807
1021,272,792
988,265,770
958,256,765
927,248,758
913,250,750
887,233,743
867,231,740
837,225,717
821,220,737
796,217,702
780,211,694
781,211,697
801,209,693
754,209,677
744,207,670
748,204,680
721,207,674
725,205,685
729,206,663
739,200,666
713,200,663
705,197,670
684,198,661
663,192,662
655,189,661
641,186,669
629,186,663
609,184,665
609,188,648
603,186,657
588,193,657
587,192,664
571,198,661
566,195,667
573,205,670
570,201,675
586,205,671
577,204,675
604,209,679
602,216,680
618,219,686
617,227,689
631,236,695
654,235,708
678,246,710
682,251,718
732,261,737
730,271,747
764,280,766
779,292,783
827,288,768
815,284,777
867,292,764
885,294,762
905,284,772
965,291,768
954,295,774
933,296,779
934,293,758
889,303,773
953,302,773
988,299,758
985,279,777
1021,280,781
1062,276,775
1049,277,794
1073,277,800
1120,285,789
1101,299,794
1091,284,812
1131,289,794
1090,271,814
1104,275,813
1089,282,817
1125,271,797
1097,273,816
1173,269,822
1185,276,814
1250,268,819
1178,277,851
1194,277,861
1192,289,856
1238,278,869
1213,291,914
1189,283,948
1213,283,934
1182,275,935
1133,275,930
1119,269,904
1090,258,892
1050,254,864
1034,241,847
1042,232,827
1007,222,814
996,221,799
991,212,784
967,213,787
966,207,758
944,210,775
936,202,750
961,213,751
969,203,730
993,215,742
1004,209,715
1050,211,743
1096,215,730
1115,225,738
1161,230,730
1199,239,750
1195,242,754
1227,252,771
1203,253,750
1216,260,757
1180,246,718
1187,246,715
1128,235,699
1144,237,694
1105,229,689
1071,227,689
1107,219,670
1051,219,678
1027,209,663
1003,216,663
971,204,652
947,206,652
921,197,658
930,204,651
939,201,655
926,207,651
929,201,654
909,198,646
909,190,652
888,191,647
892,189,653
865,194,656
861,194,655
863,194,670
872,196,661
872,186,673
855,189,659
831,191,673
844,188,670
825,189,674
827,193,675
798,182,682
800,190,680
799,193,676
785,193,690
780,195,676
791,196,688
797,199,679
794,193,683
773,194,675
772,199,674
764,191,660
768,198,666
753,200,672
743,201,675
736,203,672
737,205,680
740,206,660
734,204,680
727,207,656
719,201,670
714,206,651
712,206,643
706,209,635
705,210,641
701,208,634
694,214,630
697,206,637
688,211,632
702,206,627
693,207,625
717,204,628
706,204,633
693,212,630
670,204,642
669,208,630
650,209,635
668,209,633
654,213,639
654,209,644
639,213,636
646,213,644
615,213,646
619,221,644
617,221,647
631,232,644
623,240,654
640,247,663
653,248,674
672,260,675
678,266,688
699,274,704
704,277,709
723,281,724
750,293,742
773,304,755
782,328,772
801,320,795
810,322,770
827,313,758
852,314,769
872,315,754
906,321,765
964,318,764
956,320,751
956,320,762
942,317,764
992,323,758
1004,320,769
1040,307,772
1082,322,773
1071,317,762
1104,312,776
1099,324,788
1162,321,792
1163,322,803
1160,309,797
1158,316,808
1189,313,815
1212,308,813
1188,298,822
1189,295,829
1188,286,824
1264,304,810
1342,291,827
1256,300,853
1243,288,868
1282,302,874
1308,296,877
1267,299,937
1265,281,964
1317,297,980
1200,289,954
1182,309,983
1124,287,941
1132,285,932
1055,270,907
1078,271,883
1054,252,841
1050,257,846
1000,239,814
1005,241,816
977,225,798
1005,246,799
966,227,769
994,234,778
991,226,762
1011,232,764
1084,221,755
1141,237,781
1169,237,775
1215,249,782
1238,252,770
1260,271,790
1333,271,780
1319,278,796
1330,269,791
1303,272,779
1292,266,739
1242,259,726
1188,257,729
1189,246,708
1148,238,719
1149,231,715
1120,222,695
1086,215,690
1105,217,677
1068,213,677
1069,212,669
1038,209,670
1005,209,670
1005,206,665
1027,199,675
1016,200,659
1007,197,676
1035,197,658
998,190,670
965,193,659
954,195,672
930,190,671
922,192,677
929,187,676
933,187,671
938,182,675
914,188,679
938,194,678
964,193,684
938,191,677
946,188,701
921,189,686
934,193,713
906,197,706
887,198,706
881,201,705
854,206,692
856,197,707
859,204,697
835,203,701
834,201,692
829,200,692
829,194,689
788,193,693
783,195,706
794,194,691
788,198,696
766,200,685
780,198,688
776,198,669
753,198,672
760,197,649
758,194,654
752,195,630
735,190,637
711,192,627
710,187,630
730,189,626
723,191,636
726,189,634
726,193,631
737,196,628
740,199,634
736,203,630
706,197,642
696,198,635
685,204,639
670,202,644
670,208,634
652,207,645
640,208,644
635,213,645
635,215,658
620,220,658
633,231,656
637,228,664
651,232,663
640,237,669
664,237,676
678,250,676
691,258,683
687,256,704
725,268,715
721,280,723
759,298,749
785,295,757
807,322,767
799,308,776
839,304,771
850,313,757
873,307,764
888,312,769
947,316,747
935,312,765
933,319,769
931,323,758
1000,321,762
966,329,770
1028,323,774
1027,322,765
1035,323,765
1049,327,768
1082,323,804
1117,329,784
1163,325,805
1127,336,817
1125,322,822
1164,333,834
1172,330,830
1152,326,821
1145,315,825
1202,326,855
1212,320,862
1299,307,891
1232,313,875
1259,331,905
1218,321,917
1302,336,951
1259,324,972
1279,329,984
1238,325,954
1233,347,970
1200,320,947
1167,327,954
1102,314,918
1112,314,901
1088,293,882
1066,287,859
1052,277,834
1045,275,820
1049,261,796
1029,265,797
1071,263,779
1073,269,771
1110,270,760
1159,274,764
1250,277,762
1294,289,770
1366,308,772
1341,306,787
1375,317,786
1473,337,783
1422,350,802
1382,338,794
1411,350,782
1346,325,762
1354,327,740
1312,329,725
1354,321,727
1274,292,710
1259,282,716
1217,273,697
1207,270,690
1143,263,698
1144,262,697
1068,243,689
1067,247,690
1032,249,680
1046,264,697
1051,258,681
1034,261,700
1030,260,689
985,248,689
1002,231,700
1013,236,697
941,232,690
947,235,703
957,230,687
935,220,696
894,229,699
884,231,695
898,231,697
877,239,705
844,224,701
807,230,714
786,226,696
779,220,702
760,222,691
752,221,700
744,223,693
744,219,687
730,221,694
721,215,684
720,217,681
714,212,674
703,217,684
681,220,680
686,216,680
676,223,680
676,218,683
679,222,660
667,223,659
668,227,654
652,224,653
672,220,645
652,222,622
670,219,626
642,226,608
659,216,616
652,218,620
669,213,616
652,212,622
667,214,619
646,212,622
658,215,628
645,211,616
646,218,622
623,214,629
623,224,624
605,223,616
622,226,629
602,226,620
610,221,628
609,220,638
611,229,642
591,228,649
604,235,661
600,242,656
627,240,667
632,244,676
662,258,673
642,253,685
678,263,696
674,269,696
704,274,713
721,280,724
733,289,735
744,290,751
777,300,771
782,298,742
790,282,756
806,288,751
830,292,731
834,281,742
870,288,743
863,298,732
852,294,733
825,293,743
878,309,748
897,303,738
921,292,741
917,302,747
988,304,763
1027,305,773
1034,317,751
1043,317,774
1058,317,778
1100,327,785
1077,328,769
1083,317,781
1068,313,801
1096,295,811
1115,301,792
1166,295,812
1172,301,835
1193,310,851
1211,319,834
1220,301,858
1210,300,877
1271,304,910
1271,320,920
1267,309,923
1263,316,943
1207,322,941
1221,314,926
1167,297,904
1150,299,899
1111,283,870
1105,281,850
1048,265,840
1071,278,842
1029,262,810
1071,274,822
1038,264,802
1054,271,796
