Tansometr 1,Tensometr 2,Tensometr 3
2075,692,1163
2062,709,1240
2074,781,1282
1929,666,1212
2007,665,1204
1742,617,1119
1787,615,1193
1685,550,1063
1827,561,1085
1580,500,997
1742,546,1032
1725,528,947
1929,590,1019
2112,657,962
2242,659,1016
1922,539,970
1943,552,908
1693,465,824
1665,451,791
1559,391,760
1445,372,748
1315,346,722
1225,327,714
1177,309,708
1180,306,721
1157,281,695
1122,278,696
1055,256,697
1049,254,711
1014,256,695
988,259,692
941,251,683
939,258,692
846,247,691
847,245,672
823,231,682
818,228,687
783,236,681
801,248,672
834,252,650
812,245,655
784,242,637
748,250,635
731,250,645
714,235,640
698,231,628
651,228,623
627,230,626
615,226,624
608,228,631
615,235,641
623,252,648
620,264,661
636,273,681
654,295,701
704,305,734
763,343,763
776,338,767
824,342,771
855,349,774
911,348,761
889,356,783
975,357,783
974,361,799
1049,368,802
1123,382,822
1081,387,815
1101,376,833
1106,356,849
1122,373,862
1198,355,855
1281,344,864
1173,343,891
1246,363,939
1273,345,1026
1309,349,1012
1213,340,1013
1199,336,997
1080,301,936
1117,310,961
1040,279,874
1040,284,888
994,265,850
1011,287,857
1051,267,790
1087,289,814
1115,290,784
1137,302,806
1163,318,795
1148,303,790
1136,290,746
1139,277,730
1138,256,706
1027,240,710
980,233,696
915,226,692
926,218,687
902,221,691
895,220,688
831,220,681
802,214,684
797,210,697
802,209,696
756,201,686
713,205,698
708,203,689
725,203,690
703,202,692
722,196,701
682,195,696
664,199,709
690,213,706
681,217,695
675,218,669
662,222,661
636,221,657
638,222,639
640,220,629
599,219,627
592,217,632
589,218,646
583,221,648
579,221,651
611,243,656
596,251,665
616,265,678
616,282,707
677,304,717
700,315,759
756,325,772
753,326,769
826,326,775
827,323,773
854,330,777
881,342,781
988,351,783
1022,352,812
1093,347,808
1124,385,813
1121,355,832
1088,381,853
1138,365,877
1193,375,886
1315,354,883
1259,370,922
1235,348,946
1361,367,1051
1295,352,1028
1288,379,1083
1197,351,1000
1157,344,978
1089,308,922
1080,309,913
1013,282,872
993,287,874
1006,268,839
1012,277,856
1055,274,844
1088,289,843
1124,304,831
1150,327,861
1147,319,851
1092,301,801
1096,285,770
1077,263,757
1021,252,737
966,241,719
922,233,720
919,222,697
923,222,705
905,217,699
865,207,719
825,210,701
840,207,712
790,201,719
793,206,724
731,205,714
748,203,732
752,207,723
762,203,720
767,200,714
739,209,753
721,214,733
759,221,731
726,223,706
746,221,679
688,221,670
706,219,677
720,223,655
695,226,662
669,225,649
637,218,640
635,223,652
601,210,659
635,226,667
632,229,679
644,259,689
627,261,702
686,285,733
686,293,748
753,325,792
740,321,787
854,340,796
863,329,797
937,345,778
862,334,792
974,346,794
983,347,808
1052,361,809
1118,360,827
1161,358,817
1133,361,828
1170,348,824
1143,347,855
1186,335,856
1235,345,883
1185,342,883
1338,370,920
1267,341,987
1286,345,995
1206,339,963
1127,330,926
1089,309,892
1037,279,861
973,276,816
948,272,824
942,255,796
961,258,782
968,251,775
1010,253,776
1053,261,783
1094,272,782
1124,284,778
1112,269,762
1076,265,727
1061,243,718
998,232,711
947,218,694
885,219,706
848,206,706
873,209,707
869,211,677
813,208,693
776,198,696
800,197,707
778,202,706
810,199,722
760,196,703
744,205,696
725,203,710
749,203,711
741,201,697
716,212,717
723,203,704
720,217,697
729,225,685
748,222,680
717,221,647
723,220,654
707,216,651
701,222,643
690,216,653
653,217,646
654,231,642
644,222,648
664,242,669
656,246,668
686,269,684
657,281,691
712,295,719
718,293,738
795,327,769
789,342,805
850,343,784
893,335,786
962,338,785
926,347,795
1018,351,801
1027,361,808
1189,357,809
1170,365,826
1271,372,837
1207,378,848
1191,381,859
1244,368,892
1243,359,891
1373,377,907
1308,367,911
1321,374,970
1346,381,1017
1405,397,1053
1347,409,1053
1237,362,1018
1190,349,985
1103,336,906
1138,316,896
1045,285,858
1025,285,837
1058,277,815
1114,293,826
1177,294,809
1339,325,836
1394,333,848
1443,359,896
1334,322,867
1371,338,831
1340,337,813
1354,306,830
1305,304,817
1335,297,830
1361,301,834
1390,295,834
1405,307,849
1435,327,878
1460,337,933
1537,308,900
1643,304,955
1513,317,932
1485,329,958
1311,306,973
1257,308,1016
1225,292,979
1250,302,1005
1251,297,978
1220,314,992
1274,314,970
1248,319,1004
1268,313,937
1375,337,954
1431,334,973
1339,361,965
1245,350,929
1108,362,902
987,359,888
941,370,883
897,350,873
916,349,895
874,354,895
951,393,935
968,412,912
1011,437,967
1024,445,1030
1016,453,1050
1022,437,1009
1014,426,1026
1045,474,1047
1153,514,1027
1227,545,1091
1352,566,1099
1507,597,1136
1553,637,1150
1610,666,1165
1605,589,1161
1781,617,1136
1747,598,1092
1841,567,1149
1872,539,1139
1788,559,1153
1764,557,1215
1787,516,1250
1739,544,1228
1589,505,1200
1583,491,1179
1433,431,1128
1412,444,1118
1313,391,1078
1352,386,1070
1287,352,1026
1444,382,1055
1407,364,1010
1544,397,1019
1614,390,986
1654,408,1006
1596,349,951
1570,342,938
1346,305,885
1335,300,876
1309,275,828
1278,261,829
1167,237,778
1152,234,766
1061,225,748
1047,217,732
1019,208,710
985,213,714
910,202,714
867,195,714
903,191,720
907,190,733
912,189,727
879,190,730
836,191,734
873,193,735
860,191,730
837,198,740
842,198,741
822,204,753
803,213,740
836,214,717
826,212,720
797,215,695
778,219,677
739,208,683
737,194,679
731,196,670
697,194,667
656,197,670
624,204,659
627,201,661
631,207,679
628,223,675
627,234,693
657,250,703
679,255,723
722,273,755
761,280,794
794,291,789
837,295,802
905,303,797
944,309,796
921,314,791
962,328,805
1078,318,808
1097,332,823
1186,342,815
1151,343,829
1141,336,832
1153,352,867
1158,322,879
1243,341,901
1351,329,896
1346,370,923
1288,353,937
1459,377,993
1431,348,1017
1421,388,1045
1258,343,986
1263,341,993
1169,295,931
1157,307,930
1084,271,868
1085,289,881
1086,255,822
1089,278,844
1124,263,821
1158,281,861
1241,276,825
1246,314,864
1281,305,872
1215,288,843
1186,271,798
1169,255,778
1091,242,751
1060,224,733
1037,221,712
984,217,707
991,210,692
974,214,696
935,207,693
905,209,703
897,198,711
895,208,705
876,209,725
843,205,711
812,215,733
787,216,739
796,208,732
755,203,725
750,208,737
727,212,740
749,227,737
741,213,703
739,218,686
735,219,658
732,215,656
732,223,652
693,215,642
679,211,639
645,222,637
631,223,633
624,218,649
624,232,653
634,234,647
647,258,665
630,270,680
681,275,712
693,285,731
775,311,762
773,318,809
837,330,795
864,321,788
970,340,785
927,344,794
995,353,803
1005,360,807
1119,359,813
1127,366,837
1238,385,834
1213,386,850
1196,368,857
1178,390,876
1287,360,880
1338,372,926
1361,358,912
1392,399,946
1435,363,965
1530,367,1078
1452,342,1028
1461,348,1051
1356,319,975
1326,326,968
1251,294,924
1300,305,945
1193,277,896
1169,275,902
1139,262,856
1131,267,850
1243,265,830
1264,274,853
1308,271,867
1385,291,870
1375,270,858
1290,255,802
1271,246,771
1229,230,757
1157,217,728
1056,208,708
1067,202,722
1016,192,689
1034,200,707
999,195,692
981,193,709
912,192,697
938,191,717
896,190,718
873,190,721
819,189,722
842,189,743
819,190,732
814,192,714
764,193,707
751,194,722
717,196,704
758,206,707
782,222,692
770,211,666
753,216,651
770,215,672
800,211,665
761,214,674
718,215,663
679,217,656
661,219,668
630,216,671
641,236,680
629,242,689
658,258,700
646,263,709
722,292,741
722,299,764
799,343,808
783,333,822
917,355,808
925,345,823
1025,352,805
967,372,824
1042,367,815
1017,390,846
1111,374,842
1139,385,860
1235,407,857
1183,393,874
1197,378,872
1249,390,878
1206,381,895
1280,384,918
1236,366,904
1225,380,966
1283,372,1009
1366,368,1031
1215,373,1049
1172,351,1021
1107,333,987
1047,320,933
1017,296,916
988,283,892
970,284,868
954,266,833
974,276,842
1011,272,819
1015,280,820
1031,281,837
1048,298,837
1042,291,826
1013,282,797
1011,262,750
992,252,750
934,232,713
904,229,715
846,221,687
862,224,691
826,212,674
829,216,685
787,202,678
757,207,688
755,198,695
738,200,697
734,205,686
712,206,696
703,201,685
714,205,680
749,200,677
713,206,695
700,215,685
712,221,695
748,215,686
758,231,667
751,225,646
751,236,635
773,234,636
771,233,639
707,240,624
660,230,634
641,239,634
624,242,636
646,245,658
639,258,659
650,275,674
653,290,686
701,317,695
732,328,732
771,354,755
796,376,785
850,359,782
890,368,771
1004,373,776
971,375,785
1041,387,779
1054,394,786
1140,409,784
1198,424,814
1304,459,818
1238,434,832
1198,422,839
1258,438,866
1328,407,881
1410,429,889
1423,441,915
1356,429,929
1478,457,999
1541,442,1012
1513,486,1053
1387,446,1015
1415,462,1005
1279,426,966
1316,422,958
1219,365,899
1271,376,924
1256,359,879
1427,416,918
1548,446,895
1819,532,955
1816,499,954
1950,539,1019
1905,508,939
1968,540,875
1717,466,849
1744,476,854
1549,418,820
1647,435,826
1470,405,803
1566,403,818
1561,407,821
1531,379,827
1600,384,815
1605,390,813
1647,399,813
1622,391,849
1597,425,831
1585,413,871
1522,427,849
1512,408,846
1570,427,858
1564,422,853
1551,442,818
1540,434,817
1499,438,762
1486,435,771
1460,451,752
1479,441,753
1297,395,745
1111,384,733
936,365,713
864,337,718
827,351,719
806,331,728
827,354,725
787,369,730
821,384,746
835,392,763
922,398,790
943,411,816
975,432,828
999,429,816
1047,427,826
1127,425,823
1069,432,845
1102,439,831
1111,456,843
1211,451,867
1256,477,874
1330,479,879
1295,503,888
1260,434,910
1279,460,916
1348,439,915
1491,450,937
1545,430,945
1514,459,968
1450,436,966
1569,477,1085
1575,439,1065
1486,484,1106
1311,399,1045
1313,427,1038
1189,364,948
1203,377,956
1103,326,911
1135,335,913
1086,294,865
1087,311,862
1141,292,817
1181,309,838
1228,308,836
1249,337,871
1336,329,881
1281,317,863
1209,287,812
1166,282,768
1164,258,751
1061,242,741
998,241,716
929,233,700
928,216,693
914,226,705
883,218,697
865,203,691
825,195,691
816,195,697
792,195,702
778,196,690
728,200,699
722,202,689
740,206,682
735,199,688
747,212,685
715,213,693
714,219,702
721,230,663
742,223,664
698,225,650
681,230,642
678,221,647
679,216,640
660,212,628
624,210,633
604,218,625
599,222,627
607,222,651
596,234,651
615,251,663
607,258,681
646,279,691
672,279,714
716,315,746
734,333,766
787,336,774
811,336,774
882,345,758
897,348,785
912,367,773
928,367,778
1019,373,799
1025,382,812
1136,391,800
1119,395,821
1135,377,832
1179,396,856
1157,371,871
1216,383,892
1324,352,882
1279,370,913
1247,368,948
1363,384,1040
1413,358,1014
1335,384,1067
1209,333,1013
1181,336,1006
1052,304,926
1033,312,918
990,274,889
985,279,879
981,258,828
979,280,834
986,274,800
1024,290,808
1034,305,816
1075,325,854
1096,322,855
1072,302,814
1046,277,784
1034,261,756
994,248,743
937,237,707
885,231,719
879,224,708
897,220,703
862,228,711
834,221,718
775,211,701
799,211,703
792,209,712
787,212,710
742,212,725
750,211,735
738,215,709
735,215,718
722,216,702
688,222,711
706,230,701
739,240,691
718,241,672
704,243,657
716,254,654
710,251,664
697,247,645
671,237,649
657,239,658
628,237,659
619,252,659
591,244,665
616,269,671
608,266,684
628,277,700
627,300,709
689,315,727
708,324,765
755,362,786
761,349,788
847,360,794
859,362,805
962,357,786
897,355,804
970,378,795
986,365,815
1037,372,817
1071,394,825
1185,390,829
1145,401,860
1123,387,869
1143,386,900
1160,364,908
1233,393,931
1256,371,936
1286,379,980
1280,368,1017
1310,376,1087
1198,386,1042
1196,375,1048
1077,345,989
1064,327,979
1035,305,971
1000,289,914
988,283,907
1005,268,896
1061,269,868
1102,273,858
1127,291,876
1160,295,886
1258,321,932
1172,324,911
1147,311,860
1144,291,792
1132,275,793
1044,262,756
999,246,747
933,230,727
938,237,746
917,233,713
909,229,722
856,216,724
815,213,735
833,216,710
799,209,725
823,215,711
795,213,708
773,215,706
771,213,710
734,205,693
733,206,687
701,216,687
699,223,693
731,229,693
721,230,684
752,229,655
713,233,647
725,229,640
694,223,645
691,230,635
646,221,643
632,231,632
622,229,634
643,236,649
620,245,644
644,262,664
615,266,671
670,286,689
685,292,710
743,326,738
743,335,765
819,328,760
841,330,745
984,340,748
923,348,755
991,352,754
1011,354,776
1075,364,787
1144,371,824
1186,396,811
1153,407,824
1170,382,850
1141,397,866
1199,389,869
1231,397,881
1240,388,910
1247,426,946
1273,394,959
1336,382,1099
1328,379,1057
1226,380,1066
1164,346,1029
1091,327,972
1078,312,945
1016,281,902
1011,287,904
976,265,859
972,269,859
1024,264,823
1072,289,848
1112,282,816
1175,309,856
1186,305,858
1186,305,858
1103,276,801
1149,275,773
1148,250,728
1076,248,722
999,231,715
964,231,707
930,221,683
935,230,692
892,225,698
887,215,698
830,210,689
836,212,701
850,209,699
801,215,700
818,206,710
781,209,696
814,206,689
774,206,691
772,207,671
762,215,688
778,220,668
797,227,657
797,221,655
792,230,647
795,228,653
763,222,652
799,219,663
738,218,663
730,230,655
680,230,668
679,249,671
666,243,682
694,259,686
661,274,698
698,287,717
697,304,739
789,321,772
837,331,807
922,363,842
986,334,837
1080,352,840
1190,339,839
1198,355,866
1261,366,844
1414,385,894
1409,387,935
1584,401,966
1684,432,991
1735,455,995
1799,435,1068
1891,422,1115
2017,403,1113
2072,382,1106
1919,366,1084
1906,374,1123
1599,346,1206
1634,337,1219
1510,328,1158
1409,302,1130
1341,292,1075
1319,282,1075
1373,265,1037
1363,253,1041
1429,248,1050
1576,255,1109
1780,272,1183
1915,306,1314
1975,364,1329
1985,389,1386
1927,407,1485
1899,421,1437
1895,404,1430
1895,432,1447
1947,420,1419
1946,425,1446
1995,438,1474
2014,454,1502
2075,487,1533
2148,494,1621
2198,516,1673
2197,499,1641
2151,502,1638
1916,525,1613
1799,556,1595
1881,548,1783
2120,606,1825
2231,594,1663
2400,670,1679
2292,681,1652
2366,760,1726
2506,824,1843
2457,973,1925
2525,904,1444
2595,857,1433
2472,772,1407
2150,771,1362
1953,777,1390
1643,724,1367
1447,680,1348
1304,631,1269
1214,571,1297
1152,600,964
1098,543,934
1062,503,911
1037,521,905
1074,524,929
1088,531,930
1081,561,927
1052,549,930
1026,531,917
1018,480,870
1006,473,868
1028,446,875
1018,428,869
1058,455,861
1113,438,869
1237,398,845
1155,380,834
1201,383,814
1109,389,858
1104,377,858
1155,375,860
1216,330,853
1317,357,879
1316,331,894
1264,341,936
1234,323,925
1356,341,1001
1357,319,987
1359,348,1033
1213,306,967
1207,313,957
1122,271,887
1117,272,882
1051,251,829
1081,261,839
1030,229,798
1028,245,810
1034,224,770
1063,252,789
1100,241,784
1143,267,818
1158,267,829
1141,265,816
1084,244,750
1114,230,744
1043,222,723
991,210,715
978,204,681
934,208,684
930,200,680
922,202,678
896,196,666
858,190,676
851,189,671
803,190,676
813,190,699
777,191,707
760,193,710
726,191,722
725,190,723
725,189,719
727,194,725
742,200,730
751,211,700
771,213,701
790,215,667
739,216,662
790,216,672
763,223,652
742,224,651
688,225,645
647,223,639
647,216,645
618,225,651
636,222,663
643,227,670
641,251,677
648,254,696
695,271,719
717,291,737
798,319,779
806,318,784
912,336,779
924,333,795
1051,333,788
966,341,795
1030,356,795
1021,349,804
1105,347,806
1144,344,815
1213,357,793
1156,356,842
1158,358,835
1204,353,845
1170,344,836
1231,344,867
1231,332,869
1261,362,894
1277,333,944
1263,341,1002
1259,341,985
1242,333,974
1113,307,915
1106,305,915
1047,280,836
1025,282,838
981,259,802
982,263,799
1004,243,761
1053,261,772
1118,261,758
1119,276,786
1153,283,787
1165,283,808
1162,274,774
1115,260,741
1122,249,739
1023,253,710
976,230,700
935,225,702
940,231,690
942,217,680
939,218,693
854,218,691
820,216,688
836,205,695
827,215,701
814,209,688
805,205,718
783,208,703
779,214,725
760,202,706
767,206,724
747,213,718
756,220,719
753,228,712
796,231,693
766,221,672
750,240,662
754,234,658
768,222,669
702,231,648
659,225,659
651,238,664
642,236,659
649,236,675
644,240,677
670,259,678
644,262,700
678,290,708
684,297,735
765,331,770
769,344,793
861,341,802
884,343,789
1019,340,776
938,348,805
1008,361,792
1011,354,806
1047,365,807
1092,378,824
1223,367,828
1160,384,848
1187,371,836
1219,380,871
1248,346,870
1251,351,893
1361,332,885
1339,353,904
1284,344,904
1406,364,999
1440,349,1018
1383,369,1033
1238,328,996
1192,324,978
1148,307,926
1114,304,918
1079,286,880
1061,283,857
1087,267,830
1099,268,818
1127,271,807
1197,282,805
1229,299,827
1209,305,827
1246,305,840
1198,292,804
1186,276,766
1227,255,759
1149,261,735
1078,236,717
1044,234,722
993,223,689
1009,236,717
935,227,700
916,225,720
879,221,703
888,221,729
884,230,717
873,234,716
795,232,722
797,235,739
827,244,723
812,243,730
795,244,708
790,240,731
769,256,706
811,260,704
807,254,684
786,263,675
775,260,672
758,262,680
753,262,654
707,252,665
674,258,653
637,253,647
624,245,655
613,253,662
638,259,672
617,262,686
650,288,690
667,294,720
717,320,735
737,330,772
789,345,806
801,342,784
887,361,792
904,364,786
939,357,796
957,357,795
1010,355,793
1073,361,801
1109,370,804
1104,396,811
1187,368,811
1184,361,820
1134,358,843
1118,357,859
1205,356,859
1266,350,885
1199,365,907
1242,368,920
1303,356,1027
1289,350,1003
1255,356,1011
1174,330,965
1123,314,919
1071,290,871
1048,284,884
985,267,837
996,271,856
980,251,793
1035,267,816
1084,258,794
1125,291,821
1136,286,806
1224,311,820
1182,300,810
1164,300,780
1124,277,740
1105,267,735
1058,255,719
1007,258,715
950,238,696
995,249,701
1016,250,674
968,241,687
894,227,684
902,237,691
909,234,691
947,231,703
875,239,683
859,247,710
842,243,702
837,251,694
808,243,683
819,271,702
803,265,678
831,279,690
848,273,665
852,275,662
814,291,644
857,304,662
857,297,657
792,305,654
776,303,658
722,287,660
740,292,660
709,296,679
747,323,684
746,323,694
759,357,700
757,361,718
817,397,749
858,411,772
1003,465,822
973,452,807
1110,467,810
1148,475,813
1245,491,835
1260,489,853
1395,525,854
1417,535,875
1481,550,895
1641,596,900
1690,582,951
1813,563,966
1882,616,973
1856,594,1024
1961,614,1056
1922,634,1050
1901,669,1193
2111,653,1210
2258,663,1293
2002,679,1257
2112,683,1233
1811,622,1143
1919,641,1160
1549,553,1055
1601,559,1086
1587,509,994
1699,568,1029
1807,563,958
2033,704,1063
2099,728,1011
2195,772,1107
2031,695,1103
2182,662,1046
1802,641,932
1780,614,903
1592,528,851
1531,471,830
1389,480,815
1402,413,809
1339,390,769
1339,364,786
1254,337,758
1244,349,769
1194,339,742
1162,326,752
1124,333,742
1087,325,748
1038,322,753
1021,336,769
990,321,749
977,313,744
945,309,722
933,297,733
968,298,715
968,308,710
942,292,668
902,295,674
878,295,673
880,279,671
820,277,658
739,268,666
714,262,656
706,265,666
