Tansometr 1,Tensometr 2,Tensometr 3
690,262,677
676,270,680
674,277,672
669,277,681
666,301,687
692,305,705
721,308,715
769,340,754
800,355,771
827,354,764
864,361,776
925,363,773
964,354,755
927,356,764
972,354,777
1069,362,761
1046,361,777
1122,372,792
1130,407,789
1194,383,791
1168,383,830
1166,372,827
1155,384,850
1181,355,844
1205,352,879
1227,357,889
1214,367,916
1235,342,996
1273,355,997
1154,323,978
1131,324,936
1038,291,892
1026,297,881
975,267,840
953,269,832
941,245,794
952,263,795
976,253,758
1014,289,779
1051,280,763
1089,306,784
1093,304,793
1045,300,795
1004,280,770
1014,263,729
1031,235,715
946,224,696
906,226,692
841,222,685
847,218,667
847,223,669
853,217,659
793,209,672
789,209,655
814,205,675
797,200,685
787,207,676
768,217,675
732,217,693
726,208,695
744,205,685
746,200,684
715,199,670
725,210,678
734,223,683
724,222,665
725,225,664
732,235,652
700,233,656
701,229,646
690,227,651
650,225,644
644,219,655
619,221,646
617,223,648
628,226,666
641,234,669
629,245,676
659,272,690
664,280,720
725,308,752
748,315,785
793,336,785
812,333,789
891,333,799
893,340,793
933,346,792
960,343,801
1044,346,804
1082,360,826
1097,376,828
1150,397,846
1184,384,851
1120,375,877
1177,347,869
1169,374,900
1177,362,896
1190,365,922
1179,362,934
1297,370,982
1260,342,1031
1251,360,1038
1184,336,1005
1141,333,985
1068,304,927
1034,287,906
982,264,833
995,269,850
960,252,823
988,260,823
1013,254,803
1046,286,809
1094,288,805
1143,304,839
1145,313,850
1143,331,842
1136,298,776
1118,278,753
1065,254,752
992,244,733
946,243,727
904,230,700
904,229,714
887,229,705
874,215,700
827,214,709
811,209,711
778,205,695
785,203,711
726,200,707
698,209,702
682,207,702
707,205,691
688,208,696
698,211,720
682,217,702
707,235,690
715,229,680
729,230,665
700,234,653
719,232,667
703,243,650
681,234,649
655,232,651
608,231,642
600,229,650
588,227,656
609,239,659
606,242,668
611,259,679
600,270,685
646,290,709
652,289,722
732,322,771
724,335,796
825,340,776
838,334,784
915,356,783
894,363,793
973,364,776
972,372,798
1045,381,797
1087,384,833
1175,385,824
1105,403,835
1154,375,824
1089,370,876
1127,356,873
1192,365,881
1247,340,883
1226,360,920
1207,346,916
1318,346,1027
1290,334,995
1239,348,1006
1157,324,980
1121,304,929
1033,291,878
1011,285,870
988,270,842
973,266,819
983,264,816
983,261,796
1005,266,792
1000,268,798
1036,283,816
1056,302,825
1032,300,814
1011,278,743
1001,268,724
951,238,712
909,226,708
902,219,686
875,217,694
864,208,671
846,223,675
799,210,673
775,205,689
766,209,667
735,204,694
741,201,685
729,201,691
691,209,692
701,207,697
705,204,674
707,207,685
663,214,683
674,226,684
686,232,689
696,235,706
658,235,668
702,240,668
716,240,664
718,234,657
705,225,642
650,221,638
646,226,649
619,223,656
632,236,662
620,243,674
653,269,669
636,277,680
670,296,697
674,303,714
750,328,740
775,335,779
839,362,783
869,357,781
930,371,796
965,361,790
972,364,795
970,375,804
1048,381,806
1077,373,818
1110,378,831
1164,401,828
1202,397,829
1193,364,858
1141,352,863
1192,345,867
1247,337,861
1246,328,896
1199,329,920
1242,333,925
1314,324,989
1277,315,977
1223,333,1009
1154,299,936
1101,296,902
1045,274,873
1055,280,878
1028,257,824
1012,263,849
1034,245,816
1052,251,829
1126,251,802
1205,269,835
1251,272,830
1270,304,864
1255,283,818
1257,297,783
1268,272,769
1252,268,767
1160,251,738
1102,239,744
995,248,732
1014,240,727
995,239,728
941,237,733
892,228,733
908,226,741
919,238,745
896,228,764
868,245,768
885,254,778
917,257,781
954,262,810
1079,272,856
1122,288,861
1283,334,859
1294,357,909
1454,366,912
1481,355,925
1663,370,917
1655,350,922
1727,398,934
1626,373,914
1505,394,944
1405,367,907
1399,379,947
1342,375,925
1412,401,953
1307,391,969
1496,446,1022
1614,455,1045
1887,550,1141
1895,586,1221
2092,577,1261
2230,587,1264
2379,584,1264
2311,622,1271
2257,658,1231
2255,701,1226
2618,652,1206
2618,666,1253
2646,735,1238
3280,798,1219
3438,785,1280
3430,822,1295
3401,753,1291
3092,695,1286
2639,723,1225
2546,800,1258
2601,849,1443
2880,920,1409
3001,1048,1461
2875,1044,1383
2864,1073,1386
2767,901,1284
2723,897,1282
2533,857,1225
2650,865,1215
2424,818,1209
2406,877,1276
2416,936,1271
2536,952,1390
2408,923,1406
2405,913,1481
2061,737,1373
2047,716,1339
1808,599,1214
1858,565,1187
1743,509,1116
1715,491,1121
1557,466,1035
1626,495,1030
1465,428,948
1479,421,958
1333,383,902
1322,345,870
1249,311,841
1234,292,827
1088,285,806
1055,284,816
992,272,808
989,277,827
996,260,792
1003,254,785
975,239,772
943,251,728
942,244,727
926,252,733
894,249,746
875,243,705
813,242,679
829,235,687
821,227,678
767,226,679
739,225,675
712,223,683
683,224,682
657,238,681
672,243,682
677,253,684
680,261,689
683,272,701
703,288,721
744,304,745
775,323,768
820,341,795
828,330,802
913,337,790
961,331,793
950,327,795
916,346,802
1038,331,798
1034,338,804
1119,341,806
1183,356,817
1161,349,809
1127,346,835
1159,353,829
1195,345,851
1191,323,845
1267,342,880
1277,318,861
1315,348,896
1312,332,943
1363,346,1019
1272,349,984
1245,342,995
1102,311,921
1113,310,927
1055,272,859
1045,285,855
975,255,791
978,267,810
987,240,775
1016,265,797
1045,256,770
1083,287,798
1144,281,794
1178,309,859
1203,294,817
1157,289,773
1190,273,750
1140,269,727
1086,249,702
1005,258,708
984,262,696
984,246,695
971,246,692
920,239,705
864,225,702
888,226,707
861,218,716
857,226,719
799,223,725
767,214,731
808,221,731
802,217,726
833,223,718
848,231,714
828,249,720
811,250,703
814,247,711
817,265,690
820,262,679
804,261,701
779,253,691
754,251,674
716,243,684
681,244,675
661,242,675
673,238,689
666,251,687
683,258,691
664,264,708
699,282,726
708,291,744
773,326,773
789,333,800
839,335,806
860,338,800
981,337,789
950,346,798
981,349,798
1021,356,806
1057,373,811
1056,377,821
1233,384,833
1144,374,833
1174,359,835
1158,380,880
1155,371,870
1229,372,901
1282,341,906
1273,379,959
1250,362,970
1384,382,1045
1400,359,1037
1339,385,1074
1214,351,1019
1177,354,997
1116,314,938
1088,311,952
1042,286,905
1023,290,907
1036,264,882
1093,270,867
1091,260,844
1181,272,849
1260,276,827
1426,308,868
1403,301,884
1335,289,827
1285,286,797
1236,266,783
1165,249,752
1083,239,743
1050,234,739
1031,221,721
1028,227,744
947,228,727
947,217,731
869,216,721
872,211,728
902,214,724
897,212,741
833,220,730
871,214,734
877,211,733
850,213,731
827,211,723
844,213,748
805,227,735
835,226,719
811,227,704
809,233,688
812,228,687
767,236,675
775,233,664
697,226,668
679,230,654
663,231,648
667,237,655
639,240,662
679,253,660
655,249,666
680,275,674
679,274,696
745,297,729
755,314,746
795,346,792
793,320,778
909,331,756
945,330,759
971,346,765
919,347,770
1013,344,767
1018,352,791
1100,359,789
1161,367,793
1175,381,815
1141,371,827
1195,393,849
1217,397,883
1182,384,877
1276,407,911
1234,392,928
1268,396,950
1303,386,999
1394,400,1053
1324,397,1026
1230,385,1016
1140,350,950
1107,333,922
1065,324,886
1022,305,873
1020,295,854
999,281,837
1061,293,823
1047,299,806
1100,313,810
1170,343,826
1215,370,852
1164,360,852
1192,342,814
1126,325,785
1121,304,780
1063,280,745
1021,268,742
956,253,720
935,251,712
892,241,701
882,248,711
837,232,711
791,233,719
810,223,718
788,228,731
771,231,720
739,236,730
715,228,707
718,232,722
709,219,711
682,228,724
660,225,714
685,244,725
709,237,678
709,245,686
682,244,662
664,243,660
638,250,659
637,244,648
650,239,647
602,243,650
597,240,646
586,237,647
608,253,655
595,259,652
625,275,669
611,280,680
653,298,698
665,306,728
731,341,753
744,351,777
790,357,780
816,370,776
895,370,758
881,365,779
890,384,773
909,385,780
1030,377,789
1050,398,806
1184,406,813
1182,406,830
1161,395,834
1215,389,857
1228,380,869
1214,382,878
1270,374,893
1280,366,911
1284,375,927
1355,365,987
1462,373,1041
1337,375,1024
1283,347,1003
1182,324,953
1187,316,934
1120,305,878
1106,316,894
1059,297,851
1098,299,851
1132,293,813
1216,330,838
1266,352,800
1379,408,878
1372,419,890
1420,426,906
1364,397,838
1435,387,819
1373,357,777
1355,361,789
1277,331,744
1295,327,746
1287,328,724
1275,323,741
1257,314,728
1218,331,761
1265,319,756
1288,325,796
1301,327,785
1335,342,799
1344,349,792
1311,356,821
1366,378,803
1305,394,839
1471,427,821
1412,427,840
1601,501,800
1651,472,806
1683,488,781
1681,486,795
1802,538,769
1731,503,758
1683,474,748
1473,428,734
1302,456,738
1032,424,728
1050,431,736
955,417,730
1019,449,728
959,436,735
1034,483,753
1095,482,794
1207,551,818
1162,542,839
1327,520,833
1355,514,845
1493,568,841
1402,532,869
1517,563,872
1547,569,870
1534,576,879
1658,554,898
1684,617,904
1696,593,902
1646,559,957
1754,533,968
1617,550,970
1667,545,982
1740,565,1019
1765,524,1012
1652,545,1048
1681,533,1096
1734,532,1152
1648,504,1142
1655,517,1134
1451,443,1066
1432,453,1091
1307,400,1019
1342,433,1020
1236,357,963
1365,379,988
1258,353,924
1382,395,937
1449,396,898
1496,454,928
1590,459,914
1524,455,915
1422,399,866
1403,395,808
1307,337,796
1294,313,777
1146,293,748
1112,285,739
1038,265,713
1004,266,722
984,256,711
