Tansometr 1,Tensometr 2,Tensometr 3
859,323,763
915,331,757
913,336,766
960,330,767
952,336,759
965,340,765
945,340,752
993,344,751
985,332,771
1029,342,754
1011,341,758
1016,338,773
1037,334,768
1051,325,788
1038,336,792
1084,341,772
1063,340,804
1086,336,793
1109,331,815
1084,321,817
1144,323,806
1099,335,825
1127,313,819
1137,310,831
1128,299,842
1166,302,823
1159,296,834
1176,300,816
1175,295,834
1205,297,855
1186,295,858
1162,294,863
1176,301,859
1147,294,875
1227,295,878
1197,290,929
1211,285,899
1202,279,950
1199,283,916
1185,277,945
1148,287,933
1143,277,933
1094,263,918
1101,267,904
1036,248,883
1051,248,864
1015,237,842
1007,237,828
993,231,822
997,235,815
963,222,792
968,222,804
965,218,776
966,220,797
980,211,772
984,216,776
980,209,762
982,218,764
1003,213,745
1038,221,772
1081,222,758
1094,230,774
1130,231,759
1127,238,774
1170,239,778
1147,246,792
1220,245,790
1175,248,796
1194,242,776
1167,245,755
1125,240,738
1099,225,732
1091,226,725
1041,220,730
992,218,699
1034,211,694
999,211,695
967,211,687
964,209,677
951,208,671
935,209,671
955,207,669
971,201,676
943,207,671
954,211,665
892,206,666
857,199,679
837,198,674
826,201,673
818,205,679
833,195,683
808,201,671
807,203,674
798,197,668
776,204,675
758,208,667
754,218,679
731,213,672
752,223,676
737,214,665
731,214,674
723,213,679
723,217,670
737,218,666
725,224,681
713,227,684
709,237,681
750,238,681
744,239,687
738,232,651
730,237,652
738,232,642
719,233,632
706,233,621
713,235,623
702,232,623
699,233,632
725,231,623
706,219,623
713,216,629
685,215,625
679,217,627
641,214,631
643,216,630
626,216,626
646,223,623
624,228,633
641,224,640
623,228,635
636,237,643
620,234,643
650,242,646
641,246,654
675,243,665
684,257,666
695,263,680
705,272,697
760,281,703
766,291,719
787,302,745
827,314,765
833,326,765
865,320,760
866,313,774
894,315,757
919,330,747
953,329,757
995,329,754
986,329,750
969,334,756
928,322,758
981,338,750
1017,332,762
1031,327,772
1044,327,750
1035,332,773
1054,321,778
1052,325,775
1084,333,780
1133,328,799
1118,323,775
1080,323,797
1069,311,788
1064,314,797
1067,310,796
1093,307,786
1067,302,804
1073,295,798
1090,292,796
1101,291,808
1130,282,798
1149,289,837
1155,283,828
1139,295,833
1147,286,837
1182,286,849
1131,283,855
1216,289,867
1167,280,900
1177,278,902
1227,268,903
1190,282,898
1179,270,877
1138,281,900
1113,267,870
1089,263,871
1032,255,846
1037,248,833
993,237,819
974,235,799
960,224,795
951,222,790
962,214,758
925,211,773
937,211,754
930,210,762
922,202,746
931,203,736
917,200,737
923,204,733
946,201,739
958,204,728
1012,203,729
1040,209,723
1063,214,730
1066,216,732
1057,222,734
1094,224,732
1110,227,736
1084,226,746
1095,225,734
1079,221,714
1083,220,708
1053,213,686
1035,214,691
1002,210,689
1014,215,674
980,210,665
968,201,674
974,202,655
958,200,655
920,196,653
898,203,650
929,203,646
930,205,655
905,194,646
921,201,655
907,197,653
858,196,662
837,193,654
806,198,668
806,195,662
806,187,660
786,193,658
790,193,685
792,190,674
798,198,669
765,192,666
743,199,680
762,196,672
759,197,670
729,201,675
725,204,674
756,206,662
739,209,675
774,204,665
737,207,673
741,202,672
719,204,688
736,212,669
751,221,682
797,222,682
798,225,669
791,224,666
771,234,661
777,234,650
766,233,662
793,232,644
765,234,647
795,230,660
799,231,646
786,236,648
774,225,653
766,228,650
719,230,652
709,236,653
693,230,663
688,238,657
672,243,661
685,238,671
675,243,671
667,248,688
671,249,687
666,254,682
679,267,689
673,271,700
698,287,707
700,290,709
748,308,727
743,302,737
802,319,752
808,320,767
879,350,793
889,352,799
941,385,815
940,367,840
1001,382,852
1013,363,840
1079,379,850
1083,363,865
1265,376,869
1240,400,859
1313,402,863
1237,373,889
1411,392,877
1342,392,886
1490,380,894
1521,382,878
1653,377,903
1565,356,931
1800,383,975
1924,390,958
1922,404,971
1861,405,949
1877,380,965
1880,365,1005
1821,361,986
1849,374,1025
1682,373,1030
1639,362,1044
1615,364,1009
1653,334,1028
1674,326,1020
1688,328,1041
1682,300,1020
1603,306,1015
1551,297,1038
1492,299,1048
1506,288,1082
1485,299,1088
1521,313,1138
1494,319,1199
1480,308,1187
1459,336,1161
1459,322,1196
1421,304,1164
1440,307,1139
1448,292,1125
1435,275,1117
1405,274,1103
1431,271,1097
1452,262,1086
1463,267,1096
1499,264,1077
1566,262,1104
1597,270,1094
1616,276,1109
1708,283,1124
1725,284,1139
1844,296,1177
1859,300,1226
1920,305,1195
1930,317,1240
2007,349,1284
2036,362,1361
2091,396,1429
2090,422,1498
2136,442,1516
2129,457,1526
2147,443,1528
2144,463,1519
2218,458,1566
2200,467,1631
2279,479,1646
2273,490,1689
2355,492,1697
2325,498,1712
2360,512,1587
2355,533,1640
2412,529,1659
2409,537,1612
2411,522,1608
2425,511,1579
2349,527,1644
2285,523,1541
2255,550,1538
2191,512,1474
2025,530,1558
2016,499,1538
1870,480,1486
1990,503,1443
2002,504,1388
2158,549,1405
2179,535,1402
2328,554,1361
2418,525,1365
2394,570,1378
2398,553,1335
2381,547,1321
2376,583,1322
2410,584,1348
2230,604,1325
2270,644,1308
2312,574,1306
2237,579,1338
2236,571,1318
2344,509,1296
2275,488,1304
2157,508,1268
2143,484,1249
2092,499,1230
2045,531,1195
2047,513,1144
1965,510,1108
1932,543,1103
1948,487,1050
1688,471,1024
1659,460,993
1452,476,955
1435,454,955
1324,439,922
1354,419,915
1287,408,881
1294,407,861
1247,398,856
1220,385,844
1122,364,825
1095,336,806
1028,324,790
961,332,777
934,332,777
885,322,769
856,334,773
850,303,789
830,308,768
837,297,766
824,302,760
798,303,760
788,295,754
782,293,748
782,301,749
732,296,743
732,297,743
719,294,745
746,293,748
742,284,753
768,297,766
771,306,768
821,306,795
819,312,792
817,317,810
807,306,768
806,301,769
835,301,781
842,307,771
867,296,753
853,298,760
873,303,752
879,288,764
859,295,749
866,292,750
868,293,746
894,294,741
929,291,756
917,293,752
934,292,744
906,290,749
924,286,747
923,294,748
956,277,755
963,281,750
1006,279,735
1023,287,742
1009,282,740
1008,277,750
1045,266,754
1055,279,764
1048,274,766
1089,270,755
1045,256,773
1075,263,790
1034,244,781
1079,251,776
1080,244,791
1154,250,780
1113,235,796
1246,256,786
1146,240,788
1182,249,792
1148,248,796
1194,259,798
1166,254,806
1270,261,840
1222,253,849
1254,250,886
1276,246,860
1240,252,858
1194,252,851
1189,257,873
1142,238,837
1114,234,842
1095,226,811
1052,225,812
1024,218,784
1015,213,789
979,201,759
970,196,771
964,191,745
960,191,739
939,184,732
952,187,725
935,179,720
943,180,715
944,179,712
937,180,707
966,178,708
968,183,693
981,182,687
1015,183,696
1020,185,692
1037,184,701
1061,186,701
1078,189,702
1082,192,706
1079,198,706
1127,200,710
1118,203,717
1114,202,707
1103,201,685
1085,197,686
1048,194,671
1064,187,663
1015,183,664
1016,189,657
1012,184,645
1005,182,662
1003,179,652
978,186,650
921,176,644
930,173,641
908,171,643
925,170,655
915,167,647
944,170,651
901,162,648
877,168,657
843,167,642
822,169,658
809,174,654
824,180,662
826,173,662
821,181,674
826,177,664
824,181,674
800,184,685
773,187,673
751,181,686
760,190,707
758,199,686
779,196,695
777,196,692
776,198,692
768,199,693
792,197,695
786,194,709
757,206,701
753,202,693
764,211,709
790,214,672
787,224,682
775,224,681
783,227,669
806,225,641
789,226,641
777,225,640
762,229,646
758,227,641
759,221,646
779,216,635
760,223,635
753,220,635
723,222,634
701,227,626
694,230,628
682,227,641
668,230,629
659,232,636
673,232,634
642,235,639
661,238,646
659,245,648
669,255,651
667,258,660
691,269,658
680,281,669
711,278,678
714,287,677
742,296,689
735,287,713
784,304,721
780,311,730
835,331,750
825,327,761
846,354,769
849,338,795
879,344,770
877,336,772
920,344,774
928,337,755
964,341,776
980,335,770
1015,335,766
987,330,763
990,335,758
962,338,764
1041,340,765
1004,336,764
1068,322,763
1062,329,760
1063,324,761
1100,328,761
1076,325,762
1083,323,772
1151,328,753
1143,326,773
1125,324,751
1130,318,775
1140,309,774
1153,303,786
1147,299,781
1170,292,766
1150,281,784
1147,284,770
1148,282,790
1155,281,798
1165,279,780
1207,276,804
1242,267,794
1248,268,809
1209,268,811
1218,271,818
1181,260,838
1253,274,842
1235,272,894
1218,266,923
1274,268,896
1209,256,899
1193,273,905
1167,260,905
1156,257,886
1118,247,859
1075,240,862
1058,230,822
1062,233,826
1025,222,798
1034,217,805
1011,207,775
1025,214,767
978,207,752
1008,214,760
971,203,745
981,211,737
1002,201,718
999,209,730
985,201,712
998,207,730
1010,204,707
1059,212,713
1090,210,711
1132,220,721
1189,222,712
1180,230,730
1238,233,721
1251,233,742
1239,231,733
1234,232,732
1187,225,720
1163,225,712
1161,225,692
1148,226,692
1073,212,687
1076,216,683
1035,210,672
1028,207,664
1027,204,657
1003,214,653
956,204,645
961,194,641
920,191,643
926,190,637
906,184,640
896,195,651
904,188,641
871,187,650
850,183,654
848,182,652
814,185,655
818,188,665
825,182,656
830,185,663
826,184,680
839,186,664
829,197,676
804,195,689
807,197,684
777,199,683
792,199,688
832,205,677
806,204,682
821,207,681
815,207,687
829,205,677
833,201,681
797,208,698
802,211,687
797,213,688
807,224,696
844,219,677
896,221,673
849,214,689
876,221,676
817,220,648
836,225,661
802,213,654
806,220,643
809,221,646
808,215,651
822,213,644
807,215,643
804,219,641
773,217,634
759,220,634
720,220,637
726,227,637
694,231,642
724,234,641
697,238,629
703,241,650
693,239,650
707,245,654
672,253,664
703,256,665
695,263,670
704,274,675
719,264,676
752,280,678
741,288,694
769,288,700
771,291,715
823,306,729
844,311,742
873,324,748
870,338,769
906,318,769
922,322,760
937,319,777
973,324,751
993,323,754
1003,318,768
1036,319,749
1055,320,756
1052,323,744
1036,325,753
1006,320,764
1075,325,746
1070,322,768
1093,323,751
1115,321,765
1114,311,751
1141,313,750
1122,315,768
1186,310,758
1160,319,773
1188,313,761
1187,315,754
1159,313,768
1203,309,750
1189,300,779
1207,307,750
1257,308,781
1229,293,783
1262,303,770
1241,289,789
1265,294,779
1241,299,779
1239,292,817
1249,286,802
1226,298,832
1217,294,820
1230,301,844
1183,282,837
1287,304,854
1247,285,889
1245,287,901
1288,283,904
1254,280,903
1207,287,892
1196,285,902
1152,267,872
1143,267,866
1081,254,847
1086,248,837
1047,241,820
1044,237,800
1026,230,780
1033,231,782
1002,219,752
1005,223,767
1011,219,749
980,222,753
975,214,733
999,216,736
1005,208,730
1016,219,721
1039,216,713
1057,222,730
1083,222,717
1107,226,730
1155,231,717
1178,239,733
1250,242,726
1276,242,745
1320,248,740
1264,255,736
1257,258,711
1214,252,689
1195,247,686
1170,244,673
1106,240,675
1071,238,675
1102,233,660
1069,224,654
1074,223,659
1014,220,654
1040,229,655
976,220,651
1006,222,656
973,223,648
987,225,669
961,223,654
939,223,664
922,218,665
913,227,668
869,225,660
901,234,680
884,222,666
887,227,673
890,238,677
887,234,683
883,236,666
867,237,694
849,231,692
845,251,693
828,251,686
857,267,702
856,258,699
856,267,702
846,250,683
813,258,694
825,258,689
821,265,728
815,265,685
843,274,699
840,264,681
852,268,678
843,265,662
831,280,662
839,272,664
808,287,650
838,279,654
819,276,666
843,266,657
833,271,650
830,261,648
792,259,660
779,262,646
734,262,650
711,266,653
701,258,648
701,264,651
691,270,660
687,266,663
663,277,662
673,290,672
682,285,678
693,292,672
690,298,680
702,311,692
718,313,694
727,323,696
745,333,700
754,334,729
780,348,728
793,352,748
832,378,768
842,384,780
859,409,794
872,379,807
888,383,783
896,376,779
934,375,791
943,401,772
995,393,775
1010,372,776
1030,366,770
990,360,782
1005,365,764
1019,370,767
1035,366,788
1063,363,771
1069,346,780
1076,357,764
1173,366,757
1092,362,780
1171,347,780
1138,348,792
1158,338,789
1162,344,786
1144,335,797
1141,329,797
1115,313,798
1100,315,812
1114,302,794
1065,302,818
1056,300,798
1080,292,807
1096,283,817
1136,287,790
1160,279,809
1163,278,815
1144,272,824
1111,276,839
1135,272,834
1120,272,856
1186,281,848
1166,267,896
1160,263,895
1205,265,900
1149,258,899
1136,272,906
1109,262,910
1100,264,884
1061,253,862
1021,249,846
1035,239,824
1015,233,821
998,226,801
992,217,795
993,208,777
982,207,763
972,201,765
972,197,745
967,199,742
960,200,735
968,200,728
1007,204,727
1016,203,727
1031,200,712
1057,204,731
1088,207,723
1130,221,742
1162,224,732
1180,232,748
1180,241,739
1203,245,741
1215,245,744
1240,250,746
1242,242,709
1181,245,707
1160,237,697
1155,231,691
1065,226,688
1072,222,678
1090,219,673
1068,219,676
1040,217,667
1012,222,672
944,216,667
944,221,652
951,221,660
957,219,674
958,214,662
963,225,671
954,217,677
915,220,657
905,215,654
873,213,672
864,217,670
884,215,667
906,219,665
891,218,688
908,219,674
878,229,676
848,229,691
833,232,696
861,240,686
851,242,696
863,248,692
847,252,686
850,251,687
829,262,698
850,252,683
831,258,687
829,259,692
829,263,702
862,262,685
901,276,686
931,281,695
946,290,671
968,297,666
956,294,667
954,306,674
973,309,665
955,312,658
951,301,663
957,300,666
974,300,654
979,296,659
949,305,659
935,295,664
927,303,657
870,305,657
845,300,660
774,295,675
802,301,665
749,305,682
776,318,681
759,304,682
775,319,683
746,331,695
792,340,702
784,339,707
832,357,714
818,370,724
882,381,751
887,381,750
941,421,767
952,421,789
1033,452,802
1002,444,819
1068,449,829
1043,429,815
1168,440,802
1144,427,829
1245,440,823
1274,436,811
1311,465,818
1285,456,812
1311,468,802
1276,483,825
1308,456,821
1354,470,835
1415,469,838
1484,441,862
1518,444,847
1491,458,863
1545,435,866
1652,449,868
1733,456,878
1710,456,883
1709,466,899
1646,471,910
1631,442,899
1669,461,923
1684,447,922
1642,444,930
1645,431,927
1675,439,943
1751,453,931
1842,458,953
1772,440,974
1716,445,965
1770,462,987
1673,458,970
1637,453,1007
1650,454,1005
1627,465,1062
1624,445,1110
1671,473,1108
1652,454,1078
1654,495,1104
1541,480,1091
1587,474,1075
1488,453,1054
1521,455,1052
1435,437,994
1457,457,1000
1369,418,944
1448,440,960
1379,405,912
1409,426,925
1310,386,901
1356,420,926
1333,386,903
1390,407,906
1383,373,870
1463,422,918
1425,398,872
1555,438,902
1707,426,894
1838,489,927
1875,507,903
2002,528,940
1919,517,926
1980,543,963
1985,493,948
2037,492,938
1906,470,903
1898,478,865
1832,438,829
1854,445,810
1712,418,801
1695,408,792
1640,401,766
1575,392,757
1523,379,754
1489,361,731
1438,344,720
1417,340,730
1436,334,715
1395,338,702
1349,310,707
1379,300,701
1270,299,710
1212,287,704
1199,288,705
1178,283,707
1123,294,704
1122,294,703
1153,291,703
1114,287,711
1132,292,698
1094,296,704
1085,284,703
1085,294,698
1033,287,706
1023,289,705
1001,282,699
991,289,689
1003,288,708
1018,288,698
1041,301,692
1010,293,704
1025,284,695
1030,275,684
1001,281,707
997,274,695
1004,279,695
987,279,703
1014,288,685
991,290,679
990,283,683
928,280,664
945,280,663
932,279,662
920,278,640
895,289,643
884,275,637
868,286,642
862,273,646
876,274,638
859,266,639
853,258,645
809,253,635
803,246,635
764,238,642
755,236,632
719,238,637
722,242,643
726,246,636
706,253,645
686,247,644
693,251,645
665,258,653
690,262,647
668,274,656
690,271,666
702,281,669
706,288,675
709,289,674
723,304,686
733,305,698
762,314,699
774,314,718
814,326,727
801,332,743
830,340,760
823,355,760
827,332,763
849,338,752
845,333,750
871,331,751
906,335,741
947,332,757
970,336,740
1010,326,753
988,334,739
981,329,738
948,328,752
981,331,739
966,336,757
998,319,742
985,314,759
1026,322,759
1027,317,752
1066,313,768
1033,312,761
1051,307,770
1066,312,756
1061,309,775
1063,308,773
1069,306,772
1066,297,789
1068,293,759
1059,296,782
1066,286,763
1013,281,784
1023,280,769
1022,273,792
1022,273,768
1037,276,794
1080,272,777
1103,269,795
1114,264,813
1124,284,815
1088,280,835
1125,275,820
1076,265,835
1162,276,844
1117,278,875
1138,274,883
1105,264,896
1168,275,882
1113,261,865
1102,278,891
1070,261,862
1044,256,868
1045,251,846
1004,245,840
989,238,805
981,233,786
961,224,781
949,227,770
941,219,760
923,219,748
925,210,734
913,207,733
923,207,716
935,201,712
954,207,713
952,204,705
995,209,704
1014,213,696
1058,218,703
1055,217,704
1096,223,713
1082,221,706
1097,224,719
1124,231,716
1144,237,721
1128,235,736
1126,234,723
1090,228,701
1087,228,682
1042,219,684
1039,216,675
990,211,664
982,211,663
974,207,655
941,201,663
928,205,654
898,204,652
887,203,642
897,209,654
909,204,648
898,215,656
883,203,661
856,209,661
851,204,645
837,201,666
829,200,664
812,201,660
839,196,658
848,194,665
805,194,659
815,198,676
807,195,674
801,198,667
753,198,664
742,207,681
742,209,668
725,214,667
747,205,668
766,213,661
752,212,652
735,219,674
744,213,657
740,216,660
732,214,667
714,216,684
701,214,668
699,225,674
714,226,672
727,231,654
730,229,670
724,223,653
717,226,627
696,224,635
683,224,631
668,224,640
688,228,622
693,236,626
698,218,629
690,222,625
675,224,628
662,223,635
641,218,629
625,225,629
602,219,631
612,227,642
594,236,633
590,242,637
591,233,643
593,235,641
590,231,642
604,238,641
597,247,648
616,256,658
624,259,659
639,270,669
643,262,678
665,266,682
655,272,699
699,286,708
701,288,719
743,310,737
756,306,754
785,331,757
779,312,773
807,323,758
808,331,749
858,333,760
853,328,744
908,332,754
900,328,755
905,332,739
877,334,757
880,337,762
917,337,753
937,324,761
946,329,764
960,324,752
960,323,762
1010,318,748
1000,317,758
991,315,775
994,326,757
997,323,780
1010,331,779
1005,325,790
1013,326,791
1022,326,792
989,330,798
1015,315,785
980,307,796
988,298,782
986,300,782
1045,293,786
1098,293,784
1114,292,821
1152,299,813
1123,291,835
1138,300,824
1140,304,835
1150,292,848
1143,290,855
1190,279,895
1188,286,893
1193,270,906
1178,278,903
1146,273,874
1119,286,897
1097,268,875
1075,265,874
1022,256,840
1024,247,831
980,235,807
972,240,807
946,225,784
947,228,793
905,216,758
941,221,780
924,206,748
931,213,755
929,207,741
916,214,747
942,210,726
936,216,742
959,212,721
987,219,746
1011,216,731
1028,227,742
1043,228,727
1040,239,744
1048,240,742
1057,247,759
1104,243,766
1100,251,758
1080,239,735
1064,234,729
1050,235,707
1012,234,701
971,226,701
977,221,688
960,216,669
934,208,685
922,208,669
921,206,671
889,207,650
859,202,658
878,198,650
862,196,659
872,203,661
849,204,666
846,197,669
815,196,671
790,190,670
750,199,672
762,195,666
760,193,675
769,196,684
744,193,684
760,193,677
754,202,673
729,197,677
722,200,678
732,203,689
717,199,681
723,203,692
718,206,700
727,204,700
718,205,697
719,210,714
713,204,697
715,215,695
706,219,694
708,221,721
719,223,692
731,226,693
722,225,691
730,236,681
733,230,666
725,232,654
731,228,640
708,230,641
706,232,639
713,231,650
733,231,643
721,236,647
710,235,648
727,229,642
695,227,642
664,228,648
658,227,643
646,226,641
638,235,645
624,233,641
644,238,647
605,236,654
623,232,648
605,238,658
615,246,666
619,237,657
636,249,666
646,250,678
676,257,675
662,260,688
687,269,695
686,275,700
697,290,716
717,286,720
749,296,730
766,312,751
803,318,761
814,329,774
869,323,784
856,321,765
902,323,760
897,322,764
924,330,750
940,325,757
961,327,763
941,327,751
948,324,756
906,325,773
959,331,763
953,325,773
980,331,766
1034,332,761
1007,327,785
1046,326,770
1039,313,776
1051,310,782
1104,315,761
1090,328,788
1074,327,782
1129,315,774
1095,305,782
1127,306,769
1100,319,796
1102,297,778
1126,293,789
1082,274,793
1087,283,784
1114,271,802
1147,276,787
1153,267,788
1145,266,802
1154,267,783
1141,278,826
1141,272,798
1146,269,828
1175,270,833
1193,271,881
1187,261,894
1201,270,885
1150,260,857
1127,273,890
1071,260,863
1064,260,867
1009,242,841
1011,242,833
987,228,794
975,229,799
953,219,770
949,219,773
919,213,750
930,211,753
922,202,743
935,206,736
951,200,718
944,202,728
956,203,704
988,200,716
997,198,697
1035,207,709
1029,207,708
1020,210,725
1037,214,710
1059,218,713
1066,219,714
1110,231,715
1085,229,706
1058,217,709
1048,221,687
1049,216,680
1020,207,670
972,202,671
964,203,662
953,198,652
917,195,663
902,194,646
900,199,646
857,198,642
849,192,644
855,192,636
867,198,645
833,195,638
836,189,634
799,188,636
800,186,648
747,181,652
753,187,644
762,186,645
764,181,665
758,182,648
763,192,664
739,199,661
734,197,671
698,203,663
690,212,688
678,203,676
687,214,681
692,212,670
697,210,691
691,209,687
706,207,675
700,208,677
707,210,702
692,208,684
701,214,689
716,219,681
725,223,693
722,225,661
712,224,659
723,226,644
728,234,633
681,229,627
667,233,638
660,219,641
660,226,641
674,229,627
667,222,632
665,221,613
650,221,620
623,227,625
624,222,620
614,224,629
599,227,638
610,229,632
606,228,637
611,228,651
610,232,647
597,238,656
594,238,663
598,248,655
601,257,658
621,256,672
647,263,666
646,266,676
678,272,685
686,276,693
703,296,711
734,288,721
774,305,733
783,315,758
826,323,770
817,341,779
852,333,782
845,318,779
909,330,766
907,320,778
958,330,764
949,332,763
1021,331,772
980,329,770
1012,325,785
952,315,778
1011,324,768
977,319,786
1041,318,761
1023,306,784
1046,312,766
1073,313,775
1067,303,782
1098,304,774
1089,316,785
1078,312,767
1092,311,760
1063,301,779
1060,304,764
1050,296,784
1111,301,766
1132,300,789
1109,280,784
1124,289,776
1081,277,798
1117,284,783
1116,272,793
1123,267,799
1154,269,807
1146,267,833
1142,281,819
1192,285,830
1132,267,843
1219,280,852
1173,267,897
1166,267,909
1212,264,908
1157,255,912
1146,269,913
1112,253,902
1084,250,903
1074,243,874
1034,235,869
999,231,840
1018,222,824
994,217,815
993,216,798
971,210,797
968,212,776
961,206,774
957,207,769
983,203,754
977,205,763
983,201,749
1006,202,761
1023,203,747
1053,205,739
1105,206,739
1126,218,749
1171,221,737
1179,229,741
1203,227,751
1239,237,759
1293,247,770
1297,253,780
1311,250,761
1317,246,755
1232,238,740
1259,240,728
1204,228,707
1162,223,718
1119,223,704
1129,218,692
1057,211,684
1043,221,692
1033,211,684
999,206,696
980,210,702
1006,212,711
996,219,693
1001,217,710
981,208,711
994,210,736
1003,212,725
951,216,738
1000,228,739
1003,224,740
1068,231,745
1036,247,762
1063,242,770
1041,242,779
1082,259,788
1135,265,805
1232,264,815
1247,269,815
1321,275,818
1356,292,809
1445,295,826
1561,288,833
1567,310,872
1602,319,913
1608,317,928
1644,325,935
1750,326,930
1684,345,942
1612,348,934
1659,362,934
1626,338,928
1485,337,953
1439,324,926
1391,345,948
1412,359,931
1487,364,954
1475,368,924
1514,373,921
1436,343,923
1375,345,889
1262,334,880
1206,346,886
1163,348,871
1151,362,878
1128,355,886
1087,367,889
1033,352,887
1027,366,911
1016,370,907
1030,393,932
1031,399,933
1092,411,964
1054,409,958
1145,429,984
1102,432,993
1242,455,1029
1223,457,1033
1389,479,1078
1317,488,1084
1477,533,1115
1396,520,1123
1491,532,1126
1446,516,1112
1528,527,1095
1550,521,1054
1616,533,1085
1558,524,1077
1549,541,1085
1595,528,1075
1589,524,1074
1696,549,1067
1717,575,1038
1796,623,1044
1932,655,1022
1939,654,1002
1906,666,987
1859,649,1003
1887,652,993
1842,659,1009
1872,631,1009
1865,606,1007
1916,597,999
1839,597,991
1674,562,975
1566,617,936
1567,582,961
1612,578,957
1605,599,941
1717,549,936
1654,575,931
1682,540,943
1781,583,947
1756,589,968
1822,614,980
1957,587,982
1976,574,1005
2137,605,1022
2193,627,1048
2311,619,1103
2362,619,1104
2408,671,1080
2225,723,1096
2143,731,1060
2110,671,1092
1953,661,1049
1951,644,1027
1884,581,1000
1858,578,983
1723,529,961
1744,523,941
1646,497,915
1657,490,919
1567,474,885
1616,463,896
1609,450,868
1612,444,872
1594,439,850
1590,427,855
1531,417,839
1579,420,835
1580,416,841
1606,420,831
1641,432,840
1647,432,839
1609,451,849
1619,464,854
1633,451,870
1622,450,887
1605,439,903
1573,423,917
1535,410,912
1533,403,893
1512,390,863
1529,374,848
1463,356,835
1404,349,830
1324,331,819
1343,334,808
1322,323,796
1304,312,808
1242,303,784
1201,301,1183
1201,287,753
1179,277,746
1140,261,739
1139,253,751
1142,241,735
1117,236,728
1088,225,729
1030,229,707
994,231,729
940,203,723
952,214,718
921,208,728
904,206,719
897,203,718
934,205,715
881,210,712
923,205,717
876,209,718
900,206,718
874,202,717
885,205,704
851,196,705
886,201,708
847,198,692
850,195,707
843,196,685
846,197,687
821,200,682
818,197,696
807,193,684
811,193,696
819,198,699
831,211,689
800,205,687
825,209,673
810,209,660
829,210,662
811,206,648
813,212,649
786,209,635
816,207,648
775,209,643
787,202,654
783,208,634
774,210,644
775,210,650
752,208,645
728,215,650
723,210,643
730,218,642
696,214,647
700,223,643
665,224,644
673,220,652
660,222,646
666,219,659
662,224,660
667,233,655
660,235,661
684,242,659
675,252,664
700,247,679
700,258,673
725,263,688
736,265,688
736,276,700
766,277,713
792,287,724
818,303,748
831,302,762
840,318,769
857,301,796
858,303,764
869,299,781
910,297,766
913,305,752
952,305,779
956,302,760
978,295,765
974,296,757
986,301,770
956,301,769
990,297,763
986,301,768
1015,302,759
1014,295,778
1074,295,762
1032,297,775
1076,290,760
1019,290,788
1070,290,787
1059,286,782
1123,292,782
1133,299,770
1103,286,778
1116,284,768
1101,271,780
1114,268,780
1111,270,782
1081,259,790
1094,258,771
1070,257,791
1096,253,768
1141,247,798
1139,251,774
1186,252,798
1155,242,811
1161,245,813
1127,239,822
1162,244,821
1121,238,831
1156,245,849
1167,248,855
1157,251,905
1192,250,871
1136,244,882
1104,256,881
1096,244,869
1058,240,860
1051,232,847
1009,222,834
991,219,816
984,209,792
955,210,793
970,202,774
949,201,774
944,198,758
939,194,749
938,196,749
927,193,734
932,193,737
945,193,724
976,198,731
1011,194,721
1026,199,722
1040,205,716
1062,215,720
1071,214,720
1099,227,749
1107,226,763
1190,235,758
1176,236,759
1170,243,760
1150,237,751
1137,240,741
1080,236,721
1095,242,718
1079,236,706
1038,238,713
1005,230,699
999,231,697
976,215,691
991,215,688
972,214,671
952,215,684
920,204,670
927,204,675
910,196,679
906,198,678
895,198,669
924,201,684
882,196,685
870,203,679
828,201,685
864,202,696
877,203,684
868,204,693
856,203,700
872,203,712
842,205,701
814,204,714
792,211,705
805,216,702
798,213,705
805,217,716
807,223,700
810,221,698
794,218,704
794,221,699
778,220,691
766,232,699
751,222,715
761,230,705
794,243,697
811,244,698
822,245,671
818,244,673
827,250,658
812,243,651
790,246,626
787,252,632
797,244,639
782,247,639
777,250,634
764,253,638
770,248,649
756,246,639
741,244,645
733,243,652
705,237,644
676,240,643
664,235,654
683,241,645
643,241,655
664,234,662
635,237,663
642,255,663
642,248,672
678,257,668
668,263,683
700,267,684
698,269,688
728,286,700
727,281,714
752,288,714
753,290,731
813,305,743
783,310,749
832,321,766
822,320,773
881,323,764
853,313,785
928,325,768
905,315,777
970,322,777
978,320,762
1024,324,763
994,319,762
995,318,768
951,320,775
1009,324,772
1002,319,771
1028,322,763
1022,311,786
1078,314,788
1058,315,788
1104,311,780
1085,307,787
1110,312,789
1113,316,795
1106,313,796
1103,303,804
1146,308,788
1116,303,801
1167,298,795
1122,293,811
1135,285,813
1152,284,798
1111,271,812
1133,273,793
1154,271,810
1135,280,799
1206,273,805
1150,268,817
1177,274,816
1168,275,842
1163,282,838
1142,274,851
1194,281,884
1190,274,892
1183,270,927
1234,270,893
1193,270,922
1160,281,903
1158,274,904
1100,259,881
1114,257,871
1055,242,846
1059,244,833
1019,228,791
1041,229,806
1011,219,773
1036,218,779
991,208,745
1009,218,750
998,204,729
1030,211,742
1061,203,716
1040,212,736
1078,203,719
1115,221,742
1157,214,737
1173,232,752
1228,219,733
1243,227,754
1258,226,751
1309,241,758
1336,241,760
1331,248,771
1357,241,761
1333,240,736
1355,231,730
1357,228,714
1264,224,702
1233,220,701
1198,218,679
1181,216,676
1168,204,677
