Tansometr 1,Tensometr 2,Tensometr 3
1369,406,1079
1267,375,1039
1235,341,995
1188,333,954
1115,311,914
1119,307,893
1100,294,869
1170,309,869
1239,318,835
1334,355,864
1620,388,894
1541,404,921
1437,371,888
1395,350,820
1313,330,792
1253,317,752
1153,292,726
1140,312,721
1080,305,707
1094,309,721
981,295,704
962,288,707
901,283,688
906,286,709
913,278,697
911,289,709
861,287,720
891,301,745
887,288,730
861,296,739
887,293,756
890,301,738
901,308,714
951,316,694
1030,312,697
1034,327,681
984,319,666
999,331,689
973,311,673
924,313,671
843,292,654
788,294,670
751,296,674
724,278,674
720,288,688
732,303,694
730,321,699
721,336,727
786,353,742
823,374,777
884,387,811
924,396,825
1017,405,843
1088,433,845
1178,458,853
1150,483,871
1207,504,887
1391,539,928
1309,585,937
1430,589,962
1475,590,972
1436,560,998
1479,574,1041
1464,593,1060
1608,591,1109
1592,603,1085
1589,610,1146
1721,661,1237
1686,694,1307
1648,701,1289
1650,683,1258
1543,641,1200
1537,624,1187
1409,560,1091
1450,570,1146
1479,559,1084
1550,634,1089
1664,667,1064
1856,723,1161
1795,694,1087
1807,723,1124
1668,601,1032
1664,581,926
1433,480,857
1425,479,835
1284,413,817
1275,399,815
1178,367,766
1196,329,767
1138,328,758
1097,309,760
1025,286,735
1035,287,749
988,289,734
981,283,724
879,268,727
857,274,732
847,280,724
822,268,712
792,247,711
772,256,724
733,252,701
738,263,690
767,248,665
748,243,663
743,231,650
705,228,643
707,226,647
671,223,634
681,221,627
673,207,629
637,208,628
612,208,627
643,208,635
630,204,650
634,213,654
642,224,651
645,233,661
649,240,677
630,251,700
662,268,722
685,278,748
737,301,788
752,293,781
815,302,759
832,299,764
873,310,776
847,323,779
953,324,786
974,334,786
1039,325,811
1095,352,835
1101,360,816
1121,353,822
1120,352,850
1157,343,860
1199,347,856
1280,356,897
1209,349,902
1292,382,996
1273,369,996
1274,398,1030
1165,346,971
1152,345,969
1062,298,883
1060,308,897
1017,276,835
991,295,844
1003,269,794
1036,311,840
1065,305,799
1110,340,836
1148,335,827
1154,324,841
1091,292,770
1093,293,762
1091,255,730
1020,263,722
985,250,698
926,238,688
933,235,690
907,249,696
875,238,680
858,230,699
824,223,681
795,214,694
771,214,703
725,209,701
681,213,691
653,216,704
658,216,699
656,205,700
636,206,685
617,209,692
620,225,685
632,228,653
648,223,652
629,216,633
604,221,622
646,219,640
614,208,635
602,205,628
627,207,623
623,209,629
600,206,630
602,214,634
600,216,640
621,226,647
600,231,661
624,251,667
626,257,692
617,274,717
644,297,742
689,312,768
710,300,769
781,313,760
783,306,768
829,321,777
801,332,788
894,329,798
910,342,811
952,339,823
994,355,830
1046,366,822
1067,346,862
1066,349,864
1114,343,875
1182,325,890
1207,351,939
1224,328,942
1308,367,1040
1318,354,1063
1275,387,1094
1150,328,1025
1155,351,1038
1051,317,946
1078,335,956
993,287,893
1008,298,917
1019,278,871
1004,307,894
1062,315,885
1101,356,911
1106,345,909
1100,356,919
1099,309,847
1071,298,801
1072,274,773
991,279,760
965,258,732
924,253,720
921,242,721
897,244,727
873,226,713
818,220,723
808,220,718
814,219,712
811,222,721
758,217,724
720,217,730
707,214,721
691,213,716
676,210,710
659,210,713
655,217,707
668,217,713
680,224,690
694,223,686
706,216,652
712,216,649
707,205,658
705,208,660
675,199,652
632,197,645
608,201,654
643,202,653
603,207,657
636,205,666
623,217,656
605,229,672
628,249,676
632,251,689
696,265,717
704,281,748
764,306,772
776,299,786
836,314,779
855,304,773
913,324,774
854,326,780
975,328,780
950,328,802
1018,330,809
1061,345,827
1102,352,815
1133,354,847
1105,344,859
1127,345,878
1193,326,891
1204,354,911
1209,322,897
1271,349,1003
1284,336,993
1261,377,1042
1139,320,985
1110,331,971
1028,293,907
1004,300,903
967,272,856
975,281,876
971,274,812
1019,294,824
1089,291,810
1100,326,851
1141,327,865
1122,325,862
1115,316,793
1112,289,763
1141,279,740
1063,261,717
1049,255,712
983,265,709
972,251,697
949,247,689
893,241,704
821,226,693
861,217,695
833,222,692
832,219,708
772,218,684
771,222,710
756,222,702
746,215,707
724,209,693
750,213,715
703,219,699
727,230,693
775,221,669
776,225,667
770,213,635
742,223,637
707,212,634
711,211,640
679,214,624
632,206,629
644,211,643
621,212,646
611,216,650
607,216,649
635,226,655
617,242,667
634,256,673
651,272,699
695,283,718
708,303,741
773,300,777
801,312,760
898,313,774
907,323,772
936,332,769
933,328,801
1009,353,795
1030,345,807
1101,344,820
1153,365,829
1189,347,869
1144,366,878
1196,349,884
1182,349,928
1313,343,918
1292,368,967
1276,368,989
1430,395,1143
1443,387,1094
1359,414,1132
1271,370,1054
1191,362,1020
1142,334,961
1120,330,946
1105,306,906
1142,305,900
1179,300,872
1252,320,885
1433,360,890
1484,406,955
1447,414,989
1411,379,940
1417,394,909
1427,375,883
1365,384,889
1313,372,881
1380,348,901
1384,366,866
1515,352,888
1604,341,903
1631,363,918
1707,354,928
1627,332,934
1587,355,994
1559,345,975
1417,340,1046
1337,313,1002
1461,311,1005
1438,296,974
1373,310,998
1322,298,961
1315,328,923
1260,294,910
1293,300,893
1276,293,882
1257,311,900
1213,305,889
1180,336,891
1083,326,867
994,342,898
930,331,882
877,352,900
865,316,862
880,332,898
844,333,894
880,355,951
925,367,952
990,391,988
1015,383,1003
1043,380,1022
1007,379,969
1032,359,985
997,372,1044
1042,421,1093
1058,440,1096
1229,483,1137
1299,511,1146
1377,600,1135
1573,638,1151
1567,640,1164
1542,593,1205
1594,603,1192
1819,626,1176
1746,624,1209
1762,666,1210
1800,657,1332
1755,607,1342
1620,633,1281
1614,589,1238
1515,554,1167
1497,522,1160
1477,507,1115
1414,491,1101
1471,462,1114
1399,459,1104
1568,475,1120
1563,448,1094
1704,477,1108
1705,429,1086
1747,405,1072
1560,373,993
1565,377,965
1463,332,911
1449,334,894
1316,290,814
1305,284,806
1194,256,770
1173,251,766
1151,232,738
1026,224,746
944,214,723
966,223,739
967,208,719
991,206,743
922,203,725
881,200,732
862,208,727
922,210,731
875,200,719
849,206,737
806,214,727
794,217,726
829,214,701
828,211,704
793,215,679
769,215,655
731,207,648
713,210,657
717,206,647
692,204,648
678,203,637
641,203,632
641,209,636
628,212,643
626,219,650
643,217,651
637,227,665
621,234,668
653,255,686
678,261,711
718,283,750
745,311,774
784,310,778
822,312,775
869,325,777
915,324,772
891,325,773
942,339,786
947,336,823
1016,354,823
1069,360,837
1114,357,843
1127,367,858
1104,374,887
1122,389,902
1184,364,878
1224,373,921
1237,378,937
1282,368,978
1353,379,1049
1355,417,1080
1271,374,1014
1252,367,992
1148,340,941
1144,346,947
1060,318,879
1068,332,915
1022,307,833
1134,337,866
1157,330,836
1247,381,895
1297,414,906
1302,430,941
1269,358,887
1259,362,830
1204,314,806
1146,294,786
1020,286,762
1011,270,745
936,246,718
926,258,735
871,248,719
848,237,723
798,243,711
810,233,719
813,244,716
815,232,708
792,230,715
784,232,719
763,230,709
754,221,724
743,220,709
719,228,713
685,218,691
706,225,693
701,221,684
674,216,655
662,210,638
660,206,651
667,201,639
643,207,633
616,203,625
638,201,636
630,205,632
616,211,630
609,209,644
619,215,659
632,230,662
631,238,670
633,250,682
614,265,702
646,283,724
686,297,766
693,309,784
742,309,766
781,311,778
853,319,776
856,325,788
900,333,788
908,330,791
977,333,808
1005,350,834
1085,359,827
1112,364,868
1167,367,854
1130,375,879
1225,361,900
1323,376,923
1320,349,934
1392,365,982
1388,371,1045
1553,397,1101
1406,374,1074
1365,382,1070
1257,322,1004
1222,341,999
1150,291,930
1166,311,942
1101,273,859
1162,299,902
1155,279,844
1219,327,900
1246,324,873
1377,356,927
1335,315,913
1368,311,869
1265,290,811
1238,256,793
1148,241,755
1097,241,747
1030,213,717
1031,223,722
990,215,716
976,211,717
935,205,709
902,202,721
907,193,707
864,200,713
901,195,723
832,202,725
779,199,711
796,197,718
777,190,715
746,200,716
705,195,698
679,198,706
708,199,696
688,207,676
715,210,652
682,207,658
691,203,659
674,214,649
652,203,641
617,199,642
639,194,636
632,199,632
623,199,642
635,204,653
627,209,653
643,224,661
641,233,670
621,256,685
629,259,700
706,279,736
715,293,765
748,307,767
808,306,778
886,310,779
903,318,783
908,326,789
918,347,801
981,342,816
991,351,827
1050,351,829
1104,378,864
1139,374,855
1094,384,895
1136,362,885
1209,368,907
1250,342,921
1244,356,960
1210,374,969
1317,392,1110
1255,370,1083
1202,388,1084
1101,327,995
1089,343,991
1004,299,913
1007,325,928
960,292,853
988,302,882
999,280,835
1067,320,865
1109,326,857
1135,363,893
1110,341,879
1092,325,849
1098,293,795
1076,294,772
996,272,742
943,262,720
891,251,709
862,245,700
846,232,679
816,231,690
812,221,689
779,207,684
800,207,680
744,216,690
744,209,697
698,208,705
683,209,713
662,209,705
672,205,705
654,203,680
648,208,697
656,216,674
664,212,668
692,215,660
702,219,645
700,214,636
695,215,635
670,215,629
655,215,629
650,208,621
605,202,617
639,208,624
620,214,620
636,217,630
632,223,643
644,243,648
634,245,654
619,272,679
620,278,689
682,294,715
708,302,754
754,327,763
783,323,760
882,337,776
892,347,777
929,338,783
953,340,796
1025,349,805
1041,353,827
1146,378,815
1202,388,843
1194,391,845
1143,408,882
1222,390,898
1294,427,923
1413,388,935
1375,436,1002
1366,425,1028
1565,484,1188
1459,458,1188
1567,474,1202
1349,411,1104
1397,430,1117
1291,388,1016
1330,404,1055
1330,364,977
1393,441,1004
1500,433,986
1742,581,1051
1947,595,1046
2041,618,1120
2082,560,1090
2043,558,991
1978,520,931
1845,512,915
1766,502,863
1763,505,863
1767,470,851
1720,456,847
1834,485,855
1784,481,841
1843,457,847
1726,478,841
1638,477,860
1592,437,819
1603,445,870
1538,467,837
1558,468,850
1587,449,828
1513,404,836
1598,433,850
1590,422,834
1538,450,787
1509,431,791
1426,442,740
1403,432,751
1367,416,719
1305,451,720
1216,390,712
1067,345,715
907,353,699
840,336,691
793,334,699
753,313,700
788,326,697
737,308,706
750,344,707
723,326,721
819,361,741
813,354,777
904,400,794
872,379,806
968,393,806
968,420,804
1080,414,811
997,396,822
1117,410,830
1070,423,860
1130,421,861
1214,437,869
1223,437,899
1236,446,917
1220,457,909
1276,456,944
1309,419,948
1427,464,983
1441,436,956
1491,484,1049
1542,467,1075
1654,509,1113
1507,496,1113
1422,494,1095
1323,440,1035
1285,450,996
1229,396,953
1175,370,948
1145,353,895
1156,344,880
1187,331,855
1240,343,847
1316,363,859
1344,399,885
1346,379,887
1242,333,838
1224,323,794
1253,313,768
1264,302,747
1178,277,720
1109,270,708
1007,260,687
1020,238,693
987,231,676
937,224,688
860,213,691
868,207,698
852,212,682
838,213,691
784,212,691
737,213,690
739,211,669
706,211,678
701,204,672
675,203,667
680,211,649
667,213,654
699,216,640
685,213,641
677,214,602
664,210,615
699,206,629
664,209,628
663,199,608
632,194,618
623,198,619
606,205,615
615,202,611
642,200,629
637,212,629
630,224,636
638,228,649
642,244,666
638,267,684
655,277,707
724,299,741
734,308,746
833,312,752
845,309,765
897,319,770
856,321,784
925,337,782
952,338,798
1026,342,801
1039,362,806
1131,376,797
1133,374,841
1125,371,839
1187,365,856
1190,349,871
1367,352,881
1284,345,923
1270,375,949
1289,372,1050
1311,370,1040
1255,381,1051
1157,353,982
1126,345,960
1083,327,891
1012,316,873
983,299,847
1005,304,835
1034,297,810
1075,316,843
1130,333,817
1194,374,842
1177,352,865
1196,339,832
1110,325,775
1114,303,753
1050,286,720
1035,295,724
957,277,699
921,287,701
926,254,684
907,254,690
860,241,694
797,237,711
813,231,693
770,237,708
790,231,707
746,231,713
725,234,703
714,232,717
708,225,683
699,224,692
703,224,687
675,229,700
681,232,671
672,232,666
691,225,663
671,228,645
652,224,640
638,222,649
654,216,632
629,219,634
620,216,628
611,212,633
644,214,643
631,217,642
639,220,648
608,223,658
611,239,673
610,254,674
658,272,698
678,278,723
711,304,749
749,312,773
772,307,783
825,314,769
861,315,768
892,323,776
874,339,783
951,332,785
962,339,798
1003,359,802
1071,362,823
1112,377,820
1127,377,847
1142,365,886
1124,379,891
1242,356,897
1338,364,949
1233,390,945
1282,409,992
1340,389,1084
1353,423,1156
1259,382,1072
1234,374,1068
1172,340,996
1146,333,998
1083,303,935
1094,315,957
1064,285,876
1113,317,909
1150,316,886
1246,347,918
1308,355,922
1350,369,956
1259,342,871
1276,341,812
1257,304,793
1173,299,772
1067,272,736
1010,265,733
949,253,696
932,254,703
883,256,700
866,231,709
816,227,690
815,217,704
783,215,713
771,212,720
772,216,700
724,212,699
720,212,704
733,209,684
730,205,671
685,202,693
676,202,682
659,216,672
677,215,648
665,213,643
662,210,634
635,216,626
636,205,629
632,207,631
633,196,620
611,201,620
640,195,619
638,202,627
616,208,632
620,212,638
633,219,645
643,240,651
641,245,658
626,252,692
638,267,704
679,281,740
698,285,771
721,295,744
764,296,752
835,314,760
819,320,771
856,318,776
914,329,790
940,328,796
962,344,818
1050,360,825
1100,353,842
1125,353,850
1104,357,882
1167,345,902
1230,358,957
1246,337,971
1273,358,1020
1296,377,1066
1409,389,1098
1234,381,1096
1234,364,1091
1109,322,999
1134,322,1003
1013,290,925
1050,298,945
997,269,890
1028,293,916
1034,279,868
1102,305,912
1134,328,922
1210,359,944
1281,334,916
1267,327,862
1232,308,808
1201,292,796
1074,269,760
1012,258,746
1009,239,725
971,247,723
941,242,716
894,229,704
879,219,702
828,208,708
833,209,709
812,203,718
810,208,715
768,214,715
770,213,705
771,205,702
749,205,702
714,202,687
701,210,702
711,210,701
725,214,679
704,210,677
700,206,650
685,203,634
676,203,647
687,204,639
664,206,644
642,211,642
614,213,644
604,215,643
635,214,648
611,218,660
612,224,667
621,250,674
609,253,686
643,281,717
670,286,731
760,312,777
762,340,800
827,342,824
858,333,805
965,346,808
914,348,821
1020,383,824
1031,402,848
1214,392,883
1253,410,914
1380,422,977
1384,433,985
1567,455,1030
1633,453,1103
1598,440,1206
1646,406,1197
1598,413,1225
1634,416,1323
1639,404,1305
1489,405,1331
1338,358,1262
1285,345,1200
1208,330,1098
1209,314,1103
1247,318,1057
1287,301,1121
1383,324,1186
1488,368,1282
1642,404,1372
1699,416,1541
1698,415,1549
1699,431,1522
1729,427,1421
1741,399,1390
1774,425,1409
1784,435,1356
1793,461,1301
1825,469,1389
1865,463,1408
1915,518,1454
1993,529,1495
2011,508,1534
2030,509,1485
2085,555,1483
1754,514,1552
1765,519,1525
1711,536,1494
1898,583,1517
1991,574,1519
2167,612,1633
2192,612,1514
2119,763,1516
2393,708,1446
2283,720,1424
2511,683,1291
2129,715,1214
2095,650,1165
1953,645,1077
1892,555,1039
1517,565,1018
1300,526,958
1222,587,933
1199,492,908
1150,511,923
1116,504,912
1104,547,906
1049,532,888
1096,563,917
1098,518,913
1104,554,921
1101,548,919
1087,515,898
1053,474,868
1112,442,854
1000,433,855
1024,437,867
1019,467,864
1112,441,862
1134,420,875
1202,407,866
1159,411,858
1175,389,868
1157,382,892
1155,369,907
1181,363,947
1257,349,914
1366,367,960
1295,338,965
1420,345,1034
1421,339,1026
1370,344,1069
1295,309,1013
1237,301,994
1158,273,942
1143,271,941
1092,241,871
1078,246,883
1092,228,849
1111,243,850
1154,233,831
1220,274,866
1258,281,844
1272,295,890
1281,282,867
1225,270,793
1217,255,763
1169,235,748
1133,223,734
1026,214,712
1021,207,702
989,199,707
987,203,707
915,198,700
913,194,703
840,185,700
839,181,715
811,189,705
813,190,709
775,186,716
771,190,732
759,190,708
757,190,715
726,189,684
721,193,714
726,202,701
733,214,689
728,206,677
733,208,686
679,206,655
693,209,653
701,206,651
674,209,650
675,213,639
633,211,628
622,208,638
645,215,633
628,216,637
625,217,651
646,234,656
631,240,663
623,255,680
627,266,702
679,285,715
708,301,754
741,315,773
764,321,759
855,336,774
876,345,775
884,345,771
905,355,782
1015,352,798
1018,361,824
1046,378,814
1120,374,815
1135,378,819
1112,371,875
1186,353,879
1195,371,878
1283,331,881
1224,348,940
1252,322,925
1371,343,1074
1310,347,1030
1279,364,1061
1191,312,1006
1136,300,976
1083,288,938
1070,286,924
1053,275,889
1079,271,874
1139,271,847
1162,282,844
1292,318,874
1333,314,899
1332,305,930
1325,291,875
1258,280,787
1243,271,784
1135,248,760
1062,231,734
1042,232,727
1002,219,714
986,220,711
983,208,707
961,212,726
900,202,699
912,204,718
900,205,716
910,201,716
832,203,709
834,202,722
794,199,708
798,206,712
776,195,697
752,201,705
732,194,707
742,210,708
759,215,681
762,213,676
754,205,667
726,214,659
733,209,657
735,216,655
745,215,663
691,216,661
649,215,656
631,217,646
635,218,661
626,216,665
642,234,663
622,239,675
648,252,690
659,271,702
701,281,724
745,299,757
779,322,787
806,321,793
888,327,796
917,333,797
983,338,793
938,339,800
1007,374,808
1048,353,818
1086,357,843
1095,372,836
1149,362,858
1140,373,870
1182,355,883
1191,362,902
1223,346,903
1382,314,912
1314,329,957
1328,340,988
1399,338,1094
1367,343,1053
1350,362,1081
1253,328,1003
1220,332,990
1139,307,930
1118,315,955
1067,291,912
1149,296,907
1177,289,852
1250,304,885
1353,318,876
1450,335,893
1354,326,913
1393,331,905
1288,294,814
1272,276,807
1206,259,766
1199,253,748
1114,231,728
1094,247,735
1106,233,707
1109,233,715
989,237,703
936,240,720
956,228,712
891,226,728
880,219,720
815,223,721
818,219,729
807,225,729
776,227,704
754,223,706
786,218,708
743,226,709
783,234,657
761,237,672
782,237,663
768,235,658
727,233,642
722,238,658
711,236,636
664,228,626
648,222,627
610,223,637
612,228,635
601,228,634
605,235,650
606,253,652
617,255,665
619,265,687
642,278,707
680,295,723
734,309,761
752,336,788
791,334,766
874,334,779
898,331,781
890,339,771
920,346,789
930,351,793
987,355,802
1032,367,806
1100,389,820
1061,366,834
1053,376,850
1091,361,850
1138,367,883
1270,346,882
1202,361,910
1217,335,948
1309,371,1027
1290,363,1025
1311,385,1069
1218,335,991
1197,357,986
1131,309,927
1133,325,940
1055,292,890
1118,300,916
1126,292,841
1226,324,869
1294,313,824
1452,364,868
1381,355,885
1466,353,840
1302,320,774
1300,314,748
1250,286,739
1206,277,723
1178,266,704
1149,264,718
1146,249,698
1129,251,697
991,233,702
942,231,702
940,220,701
895,220,701
888,222,709
856,218,720
831,222,705
805,226,717
810,229,694
793,225,699
785,229,685
752,232,684
757,241,686
790,244,672
796,244,674
748,243,663
698,253,646
731,250,656
718,245,647
753,244,649
696,248,641
677,245,652
665,247,658
664,245,654
664,245,667
697,257,677
679,275,685
705,291,704
702,297,737
781,338,749
786,342,790
862,398,831
859,382,823
970,402,839
988,410,840
1057,423,855
1011,426,853
1101,447,860
1131,483,896
1242,493,878
1255,554,949
1354,529,922
1402,569,1011
1551,560,995
1616,603,1062
1905,607,1051
1806,673,1142
1896,639,1209
2122,728,1379
1895,716,1331
2148,792,1387
1744,643,1205
1929,673,1268
1594,606,1122
1726,645,1173
1575,613,1080
1735,707,1137
1768,782,1057
2056,1035,1191
1964,911,1155
2191,963,1231
2074,808,1130
2123,770,1088
1777,698,967
1723,652,907
1595,622,866
1572,579,845
1460,572,819
1339,551,791
1302,501,786
1205,459,766
1155,399,763
1121,380,754
1063,361,744
1033,365,736
1004,343,729
971,339,735
936,325,743
892,339,726
876,325,713
850,306,708
841,294,725
820,296,714
825,297,710
834,288,684
875,288,684
834,267,657
795,277,646
775,259,654
768,259,647
741,249,637
693,245,633
670,243,639
625,234,637
647,232,642
629,233,653
643,247,651
631,253,662
635,269,677
639,273,695
698,286,713
702,297,749
775,333,765
773,322,765
828,325,769
842,330,774
902,334,762
865,335,778
921,346,775
931,342,793
1035,351,798
1012,356,822
1074,359,817
1139,365,863
1088,348,859
1111,356,889
1159,335,890
1208,368,920
1244,343,889
1245,352,964
1305,348,1001
1416,373,1011
1270,351,1019
1228,350,1011
1110,317,948
1085,306,932
1048,279,860
1025,283,862
992,265,825
1032,281,828
1067,275,784
1121,302,816
1175,321,794
1189,344,837
1176,348,836
1141,322,782
1100,294,757
1102,270,735
1043,256,709
983,252,700
941,241,704
893,239,683
898,235,684
846,227,676
830,219,683
775,219,673
783,217,675
746,212,684
751,206,691
707,200,676
692,213,690
675,201,693
708,207,684
693,213,672
693,214,682
656,205,677
645,217,690
651,218,653
652,227,651
639,217,637
631,215,638
623,213,644
613,210,632
620,210,635
635,199,637
616,204,641
605,205,641
608,207,649
601,204,649
617,216,645
610,230,663
617,242,676
624,256,690
628,269,725
647,288,745
689,312,778
711,297,784
788,311,781
793,302,777
845,322,776
834,323,797
959,331,817
926,352,824
977,350,845
1009,362,868
1054,391,845
1104,363,884
1062,360,889
1140,355,905
1182,353,916
1196,377,947
1235,377,966
1287,415,1042
1282,397,1057
1262,416,1088
1181,365,1023
1110,354,982
1081,336,943
1039,327,939
1022,314,888
976,308,887
1011,306,864
1069,317,839
1098,333,851
1161,347,868
1203,369,904
1187,380,905
1176,353,856
1137,324,817
1124,321,795
1058,278,749
1009,268,739
941,248,716
921,250,706
917,245,688
898,240,711
839,230,702
807,219,708
807,217,687
802,218,699
790,213,704
738,221,713
735,215,699
718,218,696
726,213,685
712,223,691
690,213,680
666,216,697
642,211,682
669,214,684
660,213,658
664,220,635
628,217,628
642,211,648
653,204,625
632,210,631
634,206,623
646,203,626
647,208,635
626,211,631
638,213,644
639,219,654
610,237,659
644,243,669
620,251,685
622,274,706
673,284,731
704,300,765
731,312,775
783,313,766
870,322,787
904,329,781
917,328,796
946,341,794
1009,351,809
1045,349,826
1117,375,829
1153,367,843
1155,375,861
1175,379,875
1156,363,883
1207,365,898
1227,353,906
1180,345,937
1236,359,947
1294,357,1037
1273,360,1055
1191,369,1001
1108,350,966
1092,323,911
1049,324,879
1007,292,842
994,299,860
997,285,805
1077,297,819
1099,290,808
1193,329,841
1211,335,865
1214,351,867
1137,314,821
1123,310,751
1107,291,733
1053,280,708
1023,252,685
946,259,676
887,247,666
909,238,666
869,233,657
837,221,657
771,210,659
778,211,669
760,208,660
758,204,676
753,197,681
718,203,677
730,204,667
733,203,667
708,204,674
683,205,683
666,204,667
660,198,670
705,208,669
697,218,667
686,217,635
684,216,641
674,207,651
649,218,653
657,210,644
644,203,643
612,205,635
645,214,631
636,209,637
633,215,657
638,226,649
612,232,657
632,246,675
604,259,683
642,271,703
686,287,744
726,300,767
765,307,774
829,308,780
888,315,776
903,321,778
912,336,785
982,339,797
1033,349,804
1095,363,825
1190,358,840
1140,366,849
1168,347,872
1141,352,896
1190,349,894
1239,363,922
1287,345,924
1292,382,957
1321,362,1005
1427,404,1058
1293,386,1030
1263,388,1017
1152,336,947
1161,330,918
1075,299,864
1109,309,882
1074,281,837
1163,302,866
1181,296,832
1270,339,887
1311,344,873
1351,376,912
1311,356,911
1371,348,846
1272,329,805
1258,304,799
1168,300,764
1099,283,765
1058,270,740
996,258,744
1006,259,731
959,251,729
972,237,735
933,236,734
963,237,742
933,240,744
891,234,753
868,233,765
881,237,773
860,245,770
899,263,763
920,249,804
996,259,815
1029,262,803
1155,287,801
1246,306,820
1324,305,808
1399,336,828
